Style,Brand,Colour,Size,SKU,Price (KES),Online SOH,Last Online Sale,Online Units (4w),Online Units (lifetime)
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,S,S0924024PR1S,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,1X,S0924024PR21X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,2X,S0924024PR22X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,3X,S0924024PR23X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,4X,S0924024PR24X,1250.0,2,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,L,S0924024PR2L,1250.0,1,2025-05-06,0,1
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,M,S0924024PR2M,1250.0,2,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Green Stripes,S,S0924024PR2S,1250.0,2,never,0,0
Safari Mansi Straight Leg Pants,Safari,Black,1X,S0924017BLA1X,4950.0,2,2025-07-16,0,4
Safari Mansi Straight Leg Pants,Safari,Black,L,S0924017BLAL,4950.0,3,2025-05-23,0,5
Safari Mansi Straight Leg Pants,Safari,Black,M,S0924017BLAM,4950.0,1,2025-08-25,0,2
Safari Mansi Straight Leg Pants,Safari,Black,S,S0924017BLAS,4950.0,1,2025-09-01,0,2
Safari Mansi Straight Leg Pants,Safari,Navy,S,S0924017NAVS,4950.0,2,2025-06-06,0,2
Safari Mara Shirred Bishop Sleeve Dress,Safari,Coral,1X,S1022008COR1X,5500.0,1,2026-04-06,0,1
Safari Mara Shirred Bishop Sleeve Dress,Safari,Coral,L,S1022008CORL,5500.0,1,never,0,0
Safari Mara Shirred Bishop Sleeve Dress,Safari,Coral,M,S1022008CORM,5500.0,1,never,0,0
Safari Mara Shirred Bishop Sleeve Dress,Safari,Mustard,L,S1022008MUSL,5500.0,1,2026-03-02,0,1
Safari Mara Shirred Bishop Sleeve Dress,Safari,Mustard,M,S1022008MUSM,5500.0,1,2026-02-08,0,1
Safari Mara Shirred Bishop Sleeve Dress,Safari,Mustard,S,S1022008MUSS,5500.0,2,2026-06-04,0,1
Safari Mara Shirred Bishop Sleeve Dress,Safari,Orange,1X,S1022008ORAXL,5500.0,1,never,0,0
Safari Mara Shirred Bishop Sleeve Dress,Safari,Orange,L,S1022008ORAL,5500.0,1,2026-05-02,0,3
Safari Mara Shirred Bishop Sleeve Dress,Safari,Orange,M,S1022008ORAM,5500.0,1,never,0,0
Safari Mara Shirred Bishop Sleeve Dress,Safari,Orange,S,S1022008ORAS,5500.0,3,2026-05-30,0,1
Safari Mara Shirred Bishop Sleeve Dress,Safari,Taupe,L,S1022008TAUL,5500.0,1,2023-07-28,0,5
Safari Mara Shirred Bishop Sleeve Dress,Safari,Taupe,M,S1022008TAUM,5500.0,1,2025-03-21,0,3
Safari Mara Wide Bishop Sleeve Top,Safari,Yellow,S/M,S1122036YELS/M,3150.0,1,never,0,0
Safari Men's Bomber Jacket,Safari,Dark Grey,1X,S0424035DGRY1X,4200.0,1,never,0,0
Safari Men's Bomber Jacket,Safari,Dark Grey,L,S0424035DGRYL,4200.0,1,never,0,0
Safari Men's Bomber Jacket,Safari,Dark Grey,M,S0424035DGRYM,4200.0,1,never,0,0
Safari Men's Bomber Jacket,Safari,Dark Grey,S,S0424035DGRYS,4200.0,1,never,0,0
Safari Men's Bomber Jacket,Safari,Light Grey,M,S0424035LGRYM,3000.0,1,never,0,0
Safari Men's Cargo Pants,Safari,Dark Grey,1X,S0424047DGRY1X,1750.0,1,never,0,0
Safari Men's Cargo Pants,Safari,Dark Grey,L,S0424047DGRYL,1750.0,1,never,0,0
Safari Men's Cargo Pants,Safari,Dark Grey,M,S0424047DGRYM,1750.0,1,never,0,0
Safari Men's Cargo Pants,Safari,Dark Grey,S,S0424047DGRYS,1750.0,1,2024-10-14,0,1
Safari Men's Cargo Pants,Safari,Light Grey,L,S0424047LGRYL,2950.0,2,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Coral,L,S0424039CORL,1150.0,1,2026-05-16,0,2
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Coral,M,S0424039CORM,1150.0,2,2026-05-05,0,4
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Coral,S,S0424039CORS,1150.0,1,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Grey Stripped,1X,S0423039GRY1X,2700.0,1,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Grey Stripped,M,S0423039GRYM,2700.0,2,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Grey Stripped,S,S0423039GRYS,2700.0,1,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,White,1X,S0423039WHI1X,1850.0,1,never,0,0
Safari Men's Chinese Collar Long Sleeve Shirt,Safari,White,S,S0423039WHIS,1850.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Black / Yellow Print,S,S0424041PR11S,3400.0,1,2025-12-22,0,1
Safari Men's Kitenge Drawstring Shorts,Safari,Chari Print,4X,S0424041PR74X,1800.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Chari Print,M,S0424041PR7M,1800.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Chari Print,S,S0424041PR7S,1800.0,1,2025-12-22,0,1
Safari Men's Kitenge Drawstring Shorts,Safari,Coral,M,S0424041CORM,1050.0,2,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Dark Grey,L,S0424041DGRYL,1050.0,1,2025-07-02,0,1
Safari Men's Kitenge Drawstring Shorts,Safari,Dark Grey,M,S0424041DGRYM,1050.0,2,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Dark Grey,S,S0424041DGRYS,1050.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Himo Print,L,S0424041PR8L,1800.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Himo Print,M,S0424041PR8M,1800.0,2,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Himo Print,S,S0424041PR8S,1800.0,2,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Keri Print,1X,S0424041PR91X,1800.0,3,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Keri Print,M,S0424041PR9M,1800.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Keri Print,S,S0424041PR9S,1800.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Light Green,M,S0424041LGRNM,750.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Navy / Blue Print,M,S0424041PR10M,2050.0,1,2025-12-22,0,2
Safari Men's Kitenge Drawstring Shorts,Safari,Navy / Blue Print,S,S0424041PR10S,2050.0,1,2026-01-13,0,2
Safari Men's Kitenge Drawstring Shorts,Safari,Tana Print,3X,S0424041PR63X,2050.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Tana Print,4X,S0424041PR64X,2050.0,2,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Tana Print,S,S0424041PR6S,2050.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Tari Print,4X,S0424041PR54X,3550.0,1,never,0,0
Safari Men's Kitenge Drawstring Shorts,Safari,Tari Print,S,S0424041PR5S,3550.0,1,never,0,0
Safari Men's Long Sleeve Shirt,Safari,Denim Blue,1X,S0424145DMBLU1X,1250.0,1,never,0,0
Safari Men's Long Sleeve Shirt,Safari,Denim Blue,L,S0424145DMBLUL,1250.0,1,never,0,0
Safari Men's Long Sleeve Shirt,Safari,Denim Blue,S,S0424145DMBLUS,1250.0,1,never,0,0
Safari Men's Long Sleeve Shirt,Safari,Khaki,1X,S0424145KHA1X,1250.0,1,never,0,0
Safari Men's Long Sleeve Shirt,Safari,Khaki,L,S0424145KHAL,1250.0,1,2025-05-01,0,1
Safari Men's Long Sleeve Shirt,Safari,Khaki,M,S0424145KHAM,1250.0,3,2025-01-23,0,1
Safari Men's Long Sleeve Shirt,Safari,Khaki,S,S0424145KHAS,1250.0,2,2024-10-31,0,1
Safari Men's Long Sleeve T-shirt,Safari,Black / Elmi Print,L,S0824053PR2L,1200.0,1,2026-04-30,0,1
Safari Men's Long Sleeve T-shirt,Safari,Black / Elmi Print,M,S0824053PR2M,1200.0,2,2026-04-30,0,1
Safari Men's Long Sleeve T-shirt,Safari,Black / Elmi Print,S,S0824053PR2S,1200.0,1,never,0,0
Safari Men's Long Sleeve T-shirt,Safari,Navy / Tari Print,1X,S0824053PR11X,650.0,1,never,0,0
Safari Men's Long Sleeve T-shirt,Safari,Navy / Tari Print,L,S0824053PR1L,650.0,1,never,0,0
Safari Men's Long Sleeve T-shirt,Safari,Navy / Tari Print,M,S0824053PR1M,650.0,3,never,0,0
Safari Men's Long Sleeve T-shirt,Safari,Navy / Tari Print,S,S0824053PR1S,650.0,2,never,0,0
Safari Men's Shacket,Safari,Coral,L,S0424037CORL,1850.0,1,never,0,0
Safari Men's Shacket,Safari,Dark Grey,1X,S0424037DGRY1X,1850.0,1,never,0,0
Safari Men's Shacket,Safari,Dark Grey,2X,S0424037DGRY2X,1850.0,1,never,0,0
Safari Men's Shacket,Safari,Dark Grey,L,S0424037DGRYL,1850.0,2,never,0,0
Safari Men's Shacket,Safari,Dark Grey,M,S0424037DGRYM,1850.0,1,2026-05-04,0,1
Safari Men's Shacket,Safari,Dark Grey,S,S0424037DGRYS,1850.0,3,2024-10-14,0,1
Safari Men's Shacket,Safari,Khaki Grey,1X,S0424037KHGRY1X,4350.0,1,never,0,0
Safari Men's Shacket,Safari,Khaki Grey,S,S0424037KHGRYS,4350.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Chari Print,2X,S0424198PR62X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Chari Print,3X,S0424198PR63X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Chari Print,4X,S0424198PR64X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Tana Print,2X,S0424198PR52X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Tana Print,3X,S0424198PR53X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Tana Print,4X,S0424198PR54X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Tana Print,S,S0424198PR5S,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,Black / Tari Print,3X,S0424198PR43X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,White / Chari Print,2X,S0424198PR12X,2950.0,1,never,0,0
Safari Men's Short Sleeve Shirt,Safari,White / Chari Print,3X,S0424198PR13X,2950.0,2,never,0,0
Safari Men's Short Sleeve Shirt,Safari,White / Chari Print,4X,S0424198PR14X,2950.0,1,never,0,0
Safari Naledi Gathered Panel Maxi Skirt,Safari,Chocolate,F,S0325065CHOF,4450.0,1,never,0,0
Safari Naledi Gathered Panel Maxi Skirt,Safari,Navy,F,S0325065NAVF,6400.0,2,never,0,0
Safari Naledi Gathered Panel Maxi Skirt,Safari,Olive,F,S0325065OLIF,4450.0,2,2025-06-23,0,1
Safari Naledi Gathered Panel Maxi Skirt,Safari,Pink,F,S0325065PINF,6400.0,3,never,0,0
Safari Nazari Coat Dress,Safari,Blue / Pink Azizi Print,L,S0825005PR1L,4050.0,1,2026-05-03,0,1
Safari Nazari Coat Dress,Safari,Green / Black Adia Print,M,S0825005PR2M,4050.0,1,never,0,0
Safari Nazari Coat Dress,Safari,Navy / Brown Chiku Print,S,S0825005PR5S,4050.0,1,2026-02-18,0,1
Safari Nazari Coat Dress,Safari,Navy / Peach Johari Print,M,S0825005PR4M,5800.0,1,2026-05-08,0,1
Safari Nazari Coat Dress,Safari,Navy / Peach Johari Print,S,S0825005PR4S,5800.0,1,never,0,0
Safari Nazari Coat Dress,Safari,Navy / Pink Bakari Print - Navy / Pink Bakari Print / S0825005 / M,M,S0825005PR3M,0.0,2,never,0,0
Safari Nimali 3/4 Sleeve Maxi Dress,Safari,Sipo Print,4X,S0223033PR104X,4850.0,1,2025-11-11,0,2
Safari Nimali Bubble Sleeve Top,Safari,Navy,1X,S0124026NAV1X,1400.0,1,2025-11-22,0,3
Safari Nimali Bubble Sleeve Top,Safari,Navy,L,S0124026NAVL,1400.0,1,2024-12-16,0,3
Safari Nimali Bubble Sleeve Top,Safari,Navy,S,S0124026NAVS,1400.0,2,2024-05-30,0,1
Safari Nimali Bubble Sleeve Top,Safari,Red,L,S0124026REDL,3950.0,2,2026-02-19,0,1
Safari Nimali Bubble Sleeve Top,Safari,Red,S,S0124026REDS,3950.0,1,never,0,0
Safari Nimali Bubble Sleeve Top,Safari,Teal,L,S0124026TEAL,1350.0,1,2024-12-16,0,2
Safari Nimali Ruffle Sleeve Top,Safari,Jura Print,L,S0223023PR3L,850.0,1,never,0,0
Safari Njano Front Drawstring Tunic Top,Safari,Hunters Green,XS/S,S0724137HGRNXS/S,3450.0,1,2025-06-02,0,1
Safari Njano Front Tie Dress,Safari,Tana Print,2X,S0724139PR22X,1750.0,1,never,0,0
Safari Njano Front Tie Dress,Safari,Tana Print,3X,S0724139PR23X,1750.0,1,never,0,0
Safari Njano Front Tie Dress,Safari,Tana Print,4X,S0724139PR24X,1750.0,1,never,0,0
Safari Njano Front Tie Dress,Safari,Tana Print,L,S0724139PR2L,1750.0,1,2025-10-21,0,3
Safari Njano Front Tie Dress,Safari,Tana Print,M,S0724139PR2M,1750.0,1,2025-02-16,0,1
Safari Njano Joggers,Safari,Green / Tafo Print,M,S0724143GRNTM,4800.0,1,never,0,0
Safari Njano Joggers,Safari,Green / Tafo Print,S,S0724143GRNTS,4800.0,1,never,0,0
Safari Njano Joggers,Safari,Navy Blue / Tana Print,M,S0724143NABTM,4800.0,1,never,0,0
Safari Njano Joggers,Safari,Navy Blue / Tana Print,S,S0724143NABTS,4800.0,1,never,0,0
Safari Njano Joggers,Safari,Rust / Himo Print,M,S0724143RUSHM,3350.0,1,never,0,0
Safari Njano Joggers,Safari,Rust / Himo Print,S,S0724143RUSHS,3350.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Brown Print,1X,S0925045PR21X,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Brown Print,L,S0925045PR2L,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Brown Print,M,S0925045PR2M,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Brown Print,S,S0925045PR2S,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Dark Teal Print,1X,S0925045PR11X,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Dark Teal Print,L,S0925045PR1L,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Dark Teal Print,M,S0925045PR1M,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Kitenge Pants,Safari,Black / Dark Teal Print,S,S0925045PR1S,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Pants,Safari,Hunters Green,L,S0824028HGNL,4800.0,1,2025-10-20,0,2
Safari Njano Men's Easy Fit Pants,Safari,Hunters Green,M,S0824028HGNM,4800.0,1,2024-11-01,0,1
Safari Njano Men's Easy Fit Pants,Safari,Hunters Green,S,S0824028HGNS,4800.0,1,never,0,0
Safari Njano Men's Easy Fit Pants,Safari,Rust,1X,S0824028RUS1X,2050.0,1,never,0,0
Safari Njano Men's Easy Fit Pants,Safari,Rust,L,S0824028RUSL,2050.0,1,never,0,0
Safari Njano Men's Easy Fit Pants,Safari,Rust,S,S0824028RUSS,2050.0,1,never,0,0
Safari Njano Men's Knee Length Shorts,Safari,Hunters Green,1X,S0824030HGN1X,1650.0,1,2025-12-20,0,1
Safari Njano Men's Knee Length Shorts,Safari,Hunters Green,L,S0824030HGNL,1650.0,2,2026-04-20,0,2
Safari Njano Men's Knee Length Shorts,Safari,Hunters Green,S,S0824030HGNS,1650.0,1,never,0,0
Safari Njano Men's Knee Length Shorts,Safari,Rust,1X,S0824030RUS1X,1150.0,1,2025-03-16,0,1
Safari Njano Men's Knee Length Shorts,Safari,Rust,L,S0824030RUSL,1150.0,1,never,0,0
Safari Njano Men's Knee Length Shorts,Safari,Rust,M,S0824030RUSM,1150.0,1,2025-08-07,0,2
Safari Njano Men's Knee Length Shorts,Safari,Rust,S,S0824030RUSS,1150.0,2,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Black / Black Yellow Print,1X,S0925041PR41X,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Black / Black Yellow Print,L,S0925041PR4L,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Black / Black Yellow Print,M,S0925041PR4M,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Black / Black Yellow Print,S,S0925041PR4S,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Taupe / Black Dark Teal Print,1X,S0925041PR21X,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Taupe / Black Dark Teal Print,L,S0925041PR2L,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Taupe / Black Dark Teal Print,M,S0925041PR2M,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,Taupe / Black Dark Teal Print,S,S0925041PR2S,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Black Brown Print,1X,S0925041PR11X,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Black Brown Print,M,S0925041PR1M,5800.0,2,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Black Brown Print,S,S0925041PR1S,5800.0,2,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Navy Blue Print,1X,S0925041PR31X,5800.0,1,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Navy Blue Print,L,S0925041PR3L,5800.0,2,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Navy Blue Print,M,S0925041PR3M,5800.0,2,never,0,0
Safari Njano Men's Short Sleeve Shirt,Safari,White / Navy Blue Print,S,S0925041PR3S,5800.0,1,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Himo,1X,S0824029PR31X,6250.0,2,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Himo,2X,S0824029PR32X,6250.0,1,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Himo,L,S0824029PR3L,6250.0,1,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Obu Print,L,S0824029PR2L,6250.0,1,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Obu Print - Obu Print / S0824029 / 1X,1X,S0824029PR21X,0.0,3,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Obu Print - Obu Print / S0824029 / 2X,2X,S0824029PR22X,0.0,2,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Obu Print - Obu Print / S0824029 / M,M,S0824029PR2M,0.0,5,never,0,0
Safari Njano Men's Straight Leg Pants,Safari,Obu Print - Obu Print / S0824029 / S,S,S0824029PR2S,0.0,3,never,0,0
Safari Njano Tie Front Wide Top,Safari,White,L/1X,S0724130WHIL/1X,2350.0,1,2025-06-23,0,2
Safari Njano Wide Leg Pants,Safari,Shama Print,1X,S0724127PR11X,3400.0,1,2025-11-16,0,1
Safari Njano Wide Leg Pants,Safari,Shama Print,3X,S0724127PR13X,3400.0,1,never,0,0
Safari Njano Wide Leg Pants,Safari,Shama Print,4X,S0724127PR14X,3400.0,2,never,0,0
Safari Reversible Shirt Jacket,Safari,Grey / Print 2,L,0120016GRY/PR2L,4150.0,1,2026-02-14,0,2
Safari Savannah Front Slit Midi Skirt,Safari,Ashai Print,L,S0724014ASHL,5550.0,1,2026-03-12,0,4
Safari Savannah Front Slit Midi Skirt,Safari,Ashai Print,S,S0724014ASHS,5550.0,1,2024-11-30,0,1
Safari Savannah Kitenge Chinese Collar Shirt,Safari,Shama Print,2X,S0724084PR2XL,3200.0,1,2024-11-04,0,1
Safari Savannah Kitenge Chinese Collar Shirt,Safari,Shama Print,L,S0724084PR2L,3200.0,2,never,0,0
Safari Savannah Kitenge Chinese Collar Shirt,Safari,Shama Print,M,S0724084PR2M,3200.0,1,2025-04-13,0,1
Safari Savannah Kitenge Midi Wrap Dress,Safari,Juja Print,L,S0824067JUJL,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Juja Print,M,S0824067JUJM,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Lashi Print,2X,S0824067PR22X,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Lashi Print,3X,S0824067PR23X,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Lashi Print - Lashi / S0824067 / M,M,S0824067PR2M,0.0,2,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Neba Print Old,S,S0824067PR2S,2250.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Sipo Print,1X,S0824067PR31X,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Sipo Print,3X,S0824067PR33X,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Sipo Print,4X,S0824067PR34X,8950.0,1,never,0,0
Safari Savannah Kitenge Midi Wrap Dress,Safari,Sipo Print,L,S0824067PR3L,8950.0,1,never,0,0
Safari Savannah Men's Half Placket Shirt,Safari,Hunters,1X,S0624019HUN1X,4550.0,1,never,0,0
Safari Savannah Men's Half Placket Shirt,Safari,Hunters,L,S0624019HUNL,4550.0,1,never,0,0
Safari Savannah Men's Half Placket Shirt,Safari,Hunters,M,S0624019HUNM,4550.0,1,2025-04-13,0,1
Safari Savannah Men's Half Placket Shirt,Safari,White,1X,S0624019WHI1X,4400.0,1,2026-04-12,0,3
Safari Savannah Men's Half Placket Shirt,Safari,White,L,S0624019WHIL,4400.0,1,2026-02-18,0,3
Safari Savannah Men's Half Placket Shirt,Safari,White,M,S0624019WHIM,4400.0,1,2026-02-18,0,3
Safari Savannah Men's Half Placket Shirt,Safari,White,S,S0624019WHIS,4400.0,1,2026-02-19,0,1
Safari Savannah Men's Jacket,Safari,Hunters,L,S0624028HUNL,2650.0,2,2026-05-03,0,2
Safari Savannah Men's Jacket,Safari,Hunters,M,S0624028HUNM,2650.0,1,2024-11-21,0,1
Safari Savannah Men's Long Sleeve Shirt,Safari,White,1X,S0724016WHI1X,1850.0,1,2026-04-20,0,1
Safari Savannah Men's Long Sleeve Shirt,Safari,White,M,S0724016WHIM,1850.0,1,2026-05-05,0,6
Safari Savannah Men's Long Sleeve Shirt,Safari,White,S,S0724016WHIS,1850.0,2,2024-11-30,0,1
Safari Savannah Men's Short Sleeve Shirt,Safari,Beige,1X,S0724125BEI1X,5950.0,5,never,0,0
Safari Savannah Men's Short Sleeve Shirt,Safari,Beige,L,S0724125BEIL,5950.0,1,never,0,0
Safari Savannah Men's Short Sleeve Shirt,Safari,Beige,M,S0724125BEIM,5950.0,2,never,0,0
Safari Savannah Men's Short Sleeve Shirt,Safari,White,1X,S0724125WHI1X,4200.0,1,2025-02-23,0,1
Safari Savannah Men's Short Sleeve Shirt,Safari,White,L,S0724125WHIL,4200.0,1,never,0,0
Safari Savannah Men's Short Sleeve Shirt,Safari,White,M,S0724125WHIM,4200.0,2,never,0,0
Safari Savannah Men's Short Sleeve Shirt,Safari,White,S,S0724125WHIS,4200.0,2,never,0,0
Safari Savannah Men's Straight Leg Pants,Safari,Black,1X,S0624027BLA1X,4800.0,1,never,0,0
Safari Savannah Men's Straight Leg Pants,Safari,Black,M,S0624027BLAM,4800.0,1,never,0,0
Safari Savannah Men's Straight Leg Pants,Safari,Black,S,S0624027BLAS,4800.0,1,never,0,0
Safari Savannah Men's Straight Leg Pants,Safari,Hunters,1X,S0624027HUN1X,3400.0,2,never,0,0
Safari Savannah Midi Wrap Dress,Safari,Mustard,M,S0724088MTDM,9250.0,1,2024-12-24,0,1
Safari Savannah Midi Wrap Dress,Safari,Mustard,S,S0724088MTDS,9250.0,1,never,0,0
Safari Savannah Midi Wrap Dress,Safari,Rust,L,S0724088RSTL,6450.0,1,2025-06-05,0,1
Safari Savannah Midi Wrap Dress,Safari,White,1X,S0724088WHIXL,9250.0,1,never,0,0
Safari Savannah Midi Wrap Dress,Safari,White,M,S0724088WHIM,9250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Beige,1X,S0724009BEI1X,5250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Beige,M,S0724009BEIM,5250.0,2,2026-03-17,0,1
Safari Savannah Wrap Top,Safari,Beige,S,S0724009BEIS,5250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Beige,XS,S0724009BEIXS,5250.0,2,never,0,0
Safari Savannah Wrap Top,Safari,Hunters,1X,S0724009HUN1X,5250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Hunters,M,S0724009HUNM,5250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Hunters,S,S0724009HUNS,5250.0,3,never,0,0
Safari Savannah Wrap Top,Safari,Hunters,XS,S0724009HUNXS,5250.0,2,never,0,0
Safari Savannah Wrap Top,Safari,Mustard,1X,S0724009MUS1X,5250.0,2,never,0,0
Safari Savannah Wrap Top,Safari,Mustard,L,S0724009MUSL,5250.0,3,never,0,0
Safari Savannah Wrap Top,Safari,Mustard,M,S0724009MUSM,5250.0,2,2025-03-03,0,2
Safari Savannah Wrap Top,Safari,Mustard,S,S0724009MUSS,5250.0,1,2024-12-28,0,1
Safari Savannah Wrap Top,Safari,Rust,L,S0724009RSTL,5250.0,1,2026-03-07,0,2
Safari Savannah Wrap Top,Safari,Rust,M,S0724009RSTM,5250.0,1,never,0,0
Safari Savannah Wrap Top,Safari,Rust,S,S0724009RSTS,5250.0,1,2025-11-18,0,2
Safari Savannah Wrap Top,Safari,White,L,S0724009WHIL,5250.0,1,2026-03-02,0,5
Safari Savannah Wrap Top,Safari,White,M,S0724009WHIM,5250.0,2,2025-11-29,0,2
Safari Savannah Wrap Top,Safari,White,S,S0724009WHIS,5250.0,1,2025-02-28,0,3
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,1X,S0724016BEI1X,1850.0,2,2026-05-03,0,2
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,1X/2X,S1124144PR21X/2X,3250.0,1,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,3X/4X,S1124144PR23X/4X,3250.0,1,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,L,S0724016BEIL,1850.0,3,2026-05-21,0,3
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,M/L,S1124144PR2M/L,3250.0,2,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,S,S0724016BEIS,1850.0,3,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Himo Print,XS/S,S1124144PR2XS/S,3250.0,1,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Sipo,XS/S,S1124144PR3XS/S,2250.0,1,never,0,0
Safari Sizani 2 Way Wrap Top,Safari,Tafo Print,1X/2X,S1124144PR11X/2X,3250.0,1,never,0,0
