product_name,barcode,sku,price,retired_qty
Vivo Soleil Handkerchief Drape Wide Top - Peach / Navy,60048642,V0723079PR5M/L,3750,1
Vivo Soleil Handkerchief Drape Wide Top - Peach / Navy,60048641,V0723079PR5XS/S,3750,1
Vivo Studio 2-piece in Mixed Media - Black,60062434,V0925053BLA1X,6900,1
Vivo Studio 2-piece in Mixed Media - Burgundy,60062429,V0925053BUR1X,6900,1
Vivo Studio 2-piece in Mixed Media - Burgundy,60062428,V0925053BURL,6900,1
Vivo Studio 2-piece in Mixed Media - Burgundy,60062427,V0925053BURM,6900,1
Vivo Studio 2-piece in Mixed Media - Burgundy,60062426,V0925053BURS,6900,1
Vivo Studio 2-piece in Mixed Media- Hunters Green,60062442,V0925053HGRNM,6900,1
Vivo Studio Bodysuit In Jersey - Burgundy,60063359,V1025049BURM,2500,1
Vivo Studio Bodysuit In Jersey - Burgundy,60063358,V1025049BURS,2500,1
Vivo Studio Crew Neck Tee in Rib - Black,60064829,V0126003BLAXS,2500,1
Vivo Studio Double Layered Tie Bodycon in Jersey - Dark Purple,60065165,V0226023DPURS,5900,1
Vivo Studio Longline Shorts in Crepe - Maroon Stripes,60065108,V1225011PR11X,3200,1
Vivo Studio Longline Shorts in Crepe - Maroon Stripes,60065104,V1225011PR1XS,3200,1
Vivo Studio Mini Bubble Skirt in Satin - Dark Green,60065098,V0126008DGR1X,4900,1
Vivo Studio Panelled Mini Dress in Ponte - Black,60063776,V1125034BLAXS,4200,1
Vivo Studio Panelled Mini Dress in Ponte - Navy,60063783,V1125034NAV1X,4200,1
Vivo Studio Panelled Mini Dress in Ponte - Navy,60063779,V1125034NAVXS,4200,1
Vivo Studio Shoulder Tie Top in Jersey - Lime Green,60065042,V0126014LGR1X,3200,1
Vivo Studio Shoulder Tie Top in Jersey - Lime Green,60065041,V0126014LGRL,3200,1
Vivo Studio Shoulder Tie Top in Jersey - Lime Green,60065040,V0126014LGRM,3200,1
Vivo Studio Shoulder Tie Top in Jersey - Lime Green,60065039,V0126014LGRS,3200,1
Vivo Studio Sweatshirt in Velvet - Navy,60066641,V0326033NAV1X/2X,3900,1
Vivo Tahisa Straight Leg Pants - Blue,60055048,V1124102BLU1X,3950,1
Vivo Tahisa Straight Leg Pants - Blue,60055046,V1124102BLUM,3950,1
Vivo Tahisa Straight Leg Pants - Dark Olive,60052595,V1124102DAOS,2750,1
Vivo Tahisa Straight Leg Pants - Navy,60055043,V1124102NAVL,3950,1
Vivo Tahisa Straight Leg Pants - Navy,60055041,V1124102NAVS,3950,1
Vivo Tahisa Straight Leg Pants - Orange,60052591,V1124102ORAM,1550,1
Vivo Tahisa Straight Leg Pants - Orange,60052590,V1124102ORAS,1550,1
Vivo Tahisa Straight Leg Pants -Light Olive,60052575,V1124102LIOS,3950,1
Vivo Tahisa Straight Leg Pants -Midnight Blue,60052565,V1124102MIDBS,2750,1
Vivo Talia Kimono & Shorts Set - Olive / Hunters Green Print,60062663,V1125011PR2L,6500,1
Vivo Talia Maxi Slip Skirt in Satin - Dark Green,60061749,V0925054DGRN1X,3250,1
Vivo Talia Wide Leg Pants - Rose Pink,60061945,V1125040RPIN2X,4900,1
Vivo Talia Wide Leg Pants - Rose Pink,60061942,V1125040RPINM,4900,1
Vivo Tana Off Shoulder Maxi Dress - Pink / Green Print,60040739,V0822027PR20M/L,4750,1
Vivo Tana Off Shoulder Maxi Dress - White / Purple Dana Print,60054785,V0822027PR28XS/S,6750,1
Vivo Tana Puff Sleeve A-Line Dress - Yellow,60029467,V1223018YELLL,1750,1
Vivo Tana Puff Sleeve A-Line Dress - Yellow,60029465,V1223018YELLS,1750,1
Vivo Tana Puff Sleeve Bodysuit In Jersey- Navy Blue,60015832,V0822077NABXL,2700,1
Vivo Tanda A-Line Maxi Dress - Grey,60058080,V0725044GREL,3450,1
Vivo Tanda A-Line Maxi Dress - Offwhite,60058082,V0725044OFWS,4900,1
Vivo Tanda Handkerchief Drape Top - Rust,60058186,V0825002RUSXS/S,2750,1
Vivo Tanda Maxi Dress in Ponte - Red,60064326,V0226002REDL,5500,1
Vivo Tande Boat Neck Dress - Orange,60039104,V0124028ORA1X,3450,1
Vivo Tande Boat Neck Dress - Orange,60039103,V0124028ORAL,3450,1
Vivo Tande Camisole - White,60031762,V0124084WHIS,350,1
Vivo Tatari Cap Sleeve Sheath Dress - Navy / Rust,60042881,V0724076NVRL,3600,1
Vivo Tatari Knee Length Coat - Navy Blue,60043537,V0424092NABM,1550,1
Vivo Tatari Panelled Skirt - Black / Olive,60043552,V0424100BLA/OLIS,1650,1
Vivo Tatili Wide Leg Pants - Black,60017976,V0423050BLAS,4900,1
Vivo Tatili Wide Leg Pants - Rust,60052026,V0423050RUS1X,4900,1
Vivo Tie Waist Kimono Maxi Dress in Textured Crepe - Olive,60067575,V0426029OLI2X,6900,1
Vivo Tolani Dress - Dark Red,60057039,V0920021DAR1X,4950,1
Vivo Tolani Dress - Dark Red,60057036,V0920021DARS,4950,1
Vivo Trench Coat - Obu,60042357,VE0028PR21X,1650,1
Vivo Tsavo Sleeveless Scalloped Hem Dress Top - Black,60020478,V0821190BLAL,1450,1
Vivo Tsavo Sleeveless Scalloped Hem Dress Top - Black,60020477,V0821190BLAM,1450,1
Vivo Tsavo Sleeveless Scalloped Hem Dress Top - Blush Pink,60032528,V0821190BLPM,1650,1
Vivo Vinna 3/4 Seeve A-Line Dress - Navy / White,60036831,V0224148NAV/WHI2X,1550,1
Vivo Vinna Escape A-Line Dress - Hunters Green,60036358,V0224140HGNXS,1450,1
Vivo Vinna Slit Sleeve Top - White / Black,60035962,V0224142WHI4X,3550,1
Vivo Waridi Sleeveless Overcoat - Black,60037075,V1020056BLAM-V2,3950,1
Vivo Waridi Sleeveless Overcoat - Burgundy,50012831,V1020056BURM,3950,1
Vivo Waridi Sleeveless Overcoat - Dark Teal,60033881,V1020056DTEA1X,3950,1
Vivo Wena High Slit Maxi Shirt - Blue,60047183,V1024066BLU1X,1250,1
Vivo Wide Leg Pants in Crepe - Black,60065338,V0126042BLA1X,4900,1
Vivo Wide Leg Pants in Crepe - Dark Pink,60065324,V0126042DPIN2X,4900,1
Vivo Wide Leg Pants in Crepe - Mustard,60065326,V0126042MUSM,4900,1
Vivo Wide Leg Pants in Textured Satin - Light Gold / Black Print,60064425,V0126017PR1M,4900,1
Vivo Wingu Puff Sleeve Knee Length Dress - Light Navy,60048261,V0822002LNVYL,3400,1
Vivo X This Is Essential  Short Sleeve Bodysuit - Grey,60045119,V0923060GREYXXS,2750,1
Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Taupe,60039038,V0823158TAUXXS,1950,1
Vivo X This Is Essential Leggings - Navy Blue / White,60038838,V0324080NAB/WHIS,2950,1
Vivo X This Is Essential Leggings - Navy Blue / White,60038837,V0324080NAB/WHIXS,2950,1
Vivo X This Is Essential Long Unitard - Navy Blue,60034674,V0224108NABS,3950,1
Vivo X This Is Essential Raceback Bralette - Navy Blue,60035815,V0424116NABL,1500,1
Vivo X This Is Essential Scooped Neck Bralette - Navy Blue / White,60038881,V0324021NAB/WHIXXS,1500,1
Vivo X This Is Essential Short Unitard - Grey,60049293,V0224109GRYS,3250,1
Vivo X This Is Essential Short Unitard - Navy Blue,60034670,V0224109NAB1X,3250,1
Vivo X This Is Essential Short Unitard - Navy Blue,60034669,V0224109NABL,3250,1
Vivo X This Is Essential Sleeveless High Neck Bodysuit - Grey,60045244,V0823154GREY2X,2250,1
Vivo X This Is Essential Strappy Bodysuit - White,60038998,V0823155WHIXXS,2250,1
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - Grey,60045258,V1223037GREYL,3750,1
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - Red,60045267,V1223037RED2X,3800,1
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - White,60030642,V1223037WHIM,3750,1
Vivo Yene High Slit Tunic Top - Navy Blue,60051384,V0125004NABS,1450,1
Vivo Yene High Slit Tunic Top - Plum,60051198,V0125004PLUS,2650,1
Vivo Yene Jumpsuit - White / Burgundy Shibori Print,60051342,V0125032PR21X,3850,1
Vivo Yene Layered Midi Dress - White,60051203,V0125003WHTS,2350,1
Vivo Yene Layered Top - Mint Green,60051235,V0125006MINM,1050,1
Vivo Yene One Shoulder Kaftan - Black,60051171,V0125005BLAS/M,2250,1
Vivo Yene Wide Leg Pants - Black,60051312,V1124138BLAM,1550,1
Vivo Yene Wide Leg Pants - Black,60051311,V1124138BLAS,1550,1
Vivo Yene Wide Leg Pants - Hot Pink,60051184,V1124138HOP1X,1550,1
Vivo Yene Wide Leg Pants - Hot Pink,60051182,V1124138HOPM,1550,1
Vivo Yene Wide Leg Pants - Light Teal,60051188,V1124138LIGT1X,2750,1
Vivo Yene Wide Leg Pants - Light Teal,60051185,V1124138LIGTS,2750,1
Vivo Yene Wide Leg Pants - Olive,60055143,V1124138OLIL,1550,1
Vivo Yene Wide Leg Pants - Purple,60055147,V1124138PURL,1550,1
Vivo Yene Wide Leg Pants - Purple,60055146,V1124138PURM,1550,1
Vivo Yoga Wrap - Buttermilk,60024279,V0719828BUTS/M,1150,1
Vivo Yoga Wrap - Taupe,40010874,V0719828TAUS/M,1000,1
Vivo Yumi Maxi Shirt Dress - Dark Navy,60063259,V0223153DNAV1X,6500,1
Vivo Yumi Off Shoulder Jumpsuit In Crepe - Dark Green,60063512,V0126031DGRNS/M,6900,1
Vivo Yumi Off Shoulder Jumpsuit In Crepe - Maroon,60063511,V0126031MARL/1X,6900,1
Vivo Zahari Straight Leg Pants - Navy,60037497,V0524171NAV4X,1600,1
Vivo Zahari Straight Leg Pants - Sample,60038929,V0524171SAM,4550,1
Vivo Zahari Sweatheart Neck Jumpsuit - Green / Black Print,60056120,V0623013PR31X,2650,1
Vivo Zaria Long Sleeve Coat - Mvua,60024191,V0923023PR1XS,3150,1
Vivo Zawadi Keyhole Dress - Orange,60037120,V0720027ORAL,4950,1
Vivo Zawadi Shift Dress - Dark Red,60061278,V0525036DREDM,4900,1
Vivo Zawadi Shift Dress - Dark Red,60061277,V0525036DREDS,4900,1
Vivo Zelda Panelled Dress In Crepe - Dark Pink,60062823,V0925018DPNM,5500,1
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress - Light Navy Blue,60054035,V0422149LNABM,4950,1
Vivo Zola V Neck Maxi Dress in Crepe - Dark Green,60064389,V0822061DGRNS,6500,1
Vivo liora Satin Midi Dress - Chocolate,60062177,V1025029CHOCF,6200,1
Zoya Aridi Cropped Jacket - Black / White,60046483,Z1024021PR31X/2X,2250,1
Zoya Aridi Cropped Jacket - Blue Flannel / Navy,60045747,Z0924065BLNAXS/S,1600,1
Zoya Aridi Cropped Jacket - Navy / Blue,60051551,Z1024021PR5M/L,2050,1
Zoya Aridi Cropped Jacket - Navy / Blue,60051550,Z1024021PR5XS/S,2050,1
Zoya Banda Bandeau Asymmetrical Crop Top - White,60041914,Z0724051WHI2X,350,1
Zoya Banda Drop Shoulder Unisex Wide Jacket - Pink,60042134,Z0724060PIN1X/2X,750,1
Zoya Banda Drop Shoulder Unisex Wide Jacket - Pink,60042133,Z0724060PINM/L,750,1
Zoya Banda Halter Neck Assymetrical Crop Top - Black,60041920,Z0724050BLA1X,1100,1
Zoya Banda Halter Neck Assymetrical Crop Top - Black,60042639,Z0724050BLA3X,1100,1
Zoya Banda Unisex Shacket - Blue,60042079,Z0724062BLUXS/S,2500,1
Zoya Banda Unisex Shacket - Pink,60042083,Z0724062PINM/L,2500,1
Zoya Banda Unisex Shacket - Pink,60042082,Z0724062PINXS/S,2500,1
Zoya Banda Waist Length Zipped Jacket - Blue,60042822,Z0724059BLU1X/2X,750,1
Zoya Banda Waist Length Zipped Jacket - Blue,60042368,Z0724059BLUXS/S,750,1
Zoya Basic Halter Tie Top - Black,60041084,Z0724101BLAXS,350,1
Zoya Basic Halter Tie Top - White,60041117,Z0724101WHIS,250,1
Zoya Basic Long Sleeve Bodycon - Taupe,60019694,Z0722035TAUXL,1800,1
Zoya Basic Long Sleeve Top - Navy Blue,60008888,Z0922062NABL,1600,1
Zoya Basic Racer Back Crop Top - Navy Blue,60041076,Z0724102NABM,450,1
Zoya Basic Tank Top - Mustard,60036850,Z0819065MUS4X,350,1
Zoya Basic Tank Top - Orange,60030415,Z0819065ORA2X,900,1
Zoya Basic Tank Top - Orange,40012375,Z0819065ORAXL,900,1
Zoya Basic Tank Top - Tan,60029363,Z0819065TAN3X,900,1
Zoya Basic Tank Top - White,40007557,Z0819065WHIL,1250,1
Zoya Basic Tank Top - Yellow,60029376,Z0819065YEL4X,250,1
Zoya Essentials Midi Bodycon - Black / Purple Geometric Print,60028580,Z0821148PR2S,2750,1
Zoya Kyro Pleated Mini Skirt - Grey,60049890,Z1124124GREXS,450,1
Zoya Kyro Strappy Vest - Taupe,60049194,Z1124120TAUS,950,1
Zoya Luna Cargo Pants - Mustard,60034217,Z0124043MUSM,1050,1
Zoya Luna Cargo Pants - Mustard,60034215,Z0124043MUSXS,1050,1
Zoya Luna Drawstring Maxi Dress - Black,60032188,Z0124042BLA3X,550,1
Zoya Luna Halter Neck Top - Black,60032232,Z0124037BLAS,1750,1
Zoya Luna Halter Neck Top - Black,60032231,Z0124037BLAXS,1750,1
Zoya Luna Halter Neck Top -Navy,60032243,Z0124037NAVL,900,1
Zoya Luna High Slit Dress - Navy,60032226,Z0124041NAV1X,550,1
Zoya Luna High Slit Dress - Navy,60032228,Z0124041NAV3X,550,1
Zoya Nia Cargo Overalls - Navy Blue,60009989,Z0822112NABS,3950,1
Zoya Nia Cargo Shorts - Black,60009871,Z0822099BLAL,2550,1
Zoya Nia Cargo Shorts - Black,60009868,Z0822099BLAXS,2550,1
Zoya Nia Long Sleeved Crop Shacket - Blue / White Floral Print,60009893,Z0822096PR3L,2950,1
Zoya Nia Off Shoulder Knee Length Dress - Light Pink,60009780,Z0822082LPINXL,3550,1
Zoya Nia Off Shoulder Knee Length Dress - Lilac,60009774,Z0822082LILM,3550,1
Zoya Nia Off Shoulder Puff Sleeve Top - Light Blue,60009761,Z0822081LBLUS/M,2250,1
Zoya Nia Off Shoulder Puff Sleeve Top - Light Grey,60009760,Z0822081LGRYL/XL,450,1
Zoya Nia Off Shoulder Puff Sleeve Top - Peach,60009758,Z0822081PEAL/XL,2250,1
Zoya Nia Off Shoulder Puff Sleeve Top - Peach,60009757,Z0822081PEAS/M,2250,1
Zoya Nia Oversized Denim Shirt - Black,60009842,Z0822086BLAL,2950,1
Zoya Nia Puff Sleeve Off Shoulder Romper - Lilac,60010036,Z0822110LILM,2750,1
Zoya Nia Puff Sleeve Off Shoulder Romper - Lilac,60010035,Z0822110LILS,2750,1
Zoya Nia Puff Sleeve Off Shoulder Romper - White,60010034,Z0822110WHIXL,2750,1
Zoya Nia Wide Cargo Pants - Beige,60009801,Z0822097BEIM,2950,1
Zoya Nia Wide Leg Denim Pants - Tickling Stripes Print,60009827,Z0822098PR2L,2950,1
Zoya Nia Wide Leg Denim Pants - Tickling Stripes Print,60009828,Z0822098PR2XL,2950,1
Zoya Nia Wide Leg Shorts - Blue/Lime Green Abstract print,60009849,Z0822087PR1S,2550,1
Zoya Party Cowl Bare Back Mini Dress - Safron / Mustard Waridi Print,60029326,Z1123052PR21X,2750,1
Zoya Party Cowl Bare Back Mini Dress - Safron / Mustard Waridi Print,60029324,Z1123052PR2M,2750,1
Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,60029388,Z1123052PR12X,2750,1
Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,60029389,Z1123052PR13X,2750,1
Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,60029390,Z1123052PR14X,2750,1
Zoya Party Low V-Neck Bodysuit - Navy Blue,60029311,Z1123050NAB4X,1950,1
Zoya Party Sheer Pants - Buttermilk,60029250,Z1123055BUT1X,2250,1
Zoya Party Sheer Pants - Buttermilk,60029251,Z1123055BUT2X,2250,1
Zoya Party Sheer Pants - Buttermilk,60029252,Z1123055BUT3X,2250,1
Zoya Party Sheer Pants - Buttermilk,60029249,Z1123055BUTL,2250,1
Zoya Party Sheer Pants - Buttermilk,60029246,Z1123055BUTXS,2250,1
Zoya Party Sleeveless Bodysuit - Navy Blue,60029406,Z1123024NBL3X,1950,1
Zoya Party Sleeveless Side Cut Midi Dress - Purple,60014673,Z0123053PURXS,500,1
Zoya Sadira Bell Bottom Pants - Grey,60051481,Z0125030GRE1X,1950,1
Zoya Sadira Bell Bottom Pants - Grey,60051479,Z0125030GREM,1950,1
Zoya Sadira Cargo Shorts - Taupe,60051400,Z0125027TAUPS,1950,1
Zoya Sadira Midriff Polo T-Shirt - Light Grey,60051419,Z0125022LIGREY1X,1050,1
Zoya Sadira Mini Bubble Dress - Hunters,60051279,Z0125025HUNS,2250,1
Zoya Sadira Mini Cargo Skirt - Hunters,60051398,Z0125026HUNTL,1950,1
Zoya Sadira Ribbed Top - Light Grey,60051293,Z0125019LIG1X,2250,1
Zoya Sadira Strappy Bodysuit - White,60051304,Z0125020WHIM,1950,1
Zoya Sadira Strappy Bodysuit - White,60051303,Z0125020WHIS,1950,1
Zoya Sadira Strappy Bodysuit - White,60051429,Z0125020WHIXS,1950,1
Zoya Shani Off Shoulder Crop Top - Burgundy / Peach Sani Print,60040764,Z0624006PR21X,450,1
Zoya Shani Pleated Pants - Navy Blue,60039495,Z0624024NABM,3750,1
Zoya Shani Pleated Pants - Navy Blue,60039494,Z0624024NABS,3750,1
Zoya Shani Pleated Pants - Navy Blue,60039493,Z0624024NABXS,3750,1
Zoya Shani Satin Off Shoulder Crop Top - Burgundy,60039465,Z0724090BURM,450,1
Zoya Shani Scarf Top - Purple,60052868,Z0624005PURPF,550,1
Zoya Sitawi Bodycon - Black,60031127,Z1223003BLAXS,2550,1
Zoya Sitawi Cropped Jacket - Green / Black Abstract Print,60030530,Z1223001PR1S,2750,1
Zoya Taani Easy Fit Joggers -Navy,60033708,Z0324018NAVM,3250,1
Zoya Taani Easy Fit Joggers -Navy,60033706,Z0324018NAVXS,3250,1
Zoya Taani Maxi Dress - Black,60033746,Z0324012BLA3X,1100,1
Zoya Taani Maxi Dress - Black,60033747,Z0324012BLA4X,1100,1
Zoya Taani Maxi Dress - Navy,60033636,Z0324012NAVXS,1100,1
Zoya Taani Midriff Hoodie - White,60033525,Z0324002WHIM/L,1440,1
Zoya Taani Mini Dress - Black,60033500,Z0324014BLAM,700,1
Zoya Taani Mini Dress - Navy,60033504,Z0324014NAVM,250,1
Zoya Taani Side Slit Hoodie - Red,60045830,Z0324004REDM/L,3250,1
Zoya Taani Wide Joggers - Navy,60033697,Z0324017NAV4X,750,1
Zoya Temo Asymmetric Front Cut Crop Top - Black,60044930,Z0824059BLA1X,250,1
Zoya Temo Asymmetric Front Cut Crop Top - Black,60044931,Z0824059BLA2X,250,1
Zoya Temo Bubble Mini Skirt - Hunters,60044305,Z0824038HUNT1X,1100,1
Zoya Temo Bubble Mini Skirt - Taupe,60044357,Z0824038TAU4X,450,1
Zoya Temo Mens Short Sleeve T-shirt - Navy / Blue Camo,60044953,Z0824048PR24X,700,1
Zoya Temo Mens Zipped Overshirt - Green Camo,60045324,Z0824044PR13X,1300,1
Zoya Temo Straight Leg Pants - Camo Green,60044795,Z0924034CAGRN3X,1450,1
Zoya Vasha Short Sleeve Mesh Top - Neon Green,60051763,Z0225008NEGM,250,1
Zoya Vasha Sleeveless Turtleneck Mini Bodycon - Purple / Yellow,60051861,Z0225004PURYELS,1950,1
Zoya Vasha Sleeveless Turtleneck Top - Black / Grey,60051855,Z0225001BLAGRYS,1250,1
Zoya Vasha Sleeveless Turtleneck Top - Purple / Yellow,60051849,Z0225001PURYELXS,1250,1
Zoya X Metamorphisized 143 Cropped Bomber Jacket - Black,60047397,Z1024057BLA1X/2X,3250,1
Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,60047401,Z1024057PR11X/2X,3250,1
Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,60047400,Z1024057PR1M/L,3250,1
Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,60047399,Z1024057PR1XS/S,3250,1
Zoya X Metamorphisized 143 Oversized Bowling Shirt - White / Black,60048303,Z1024053PR1L,3750,1
Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Blue Plaid,60047736,Z1024087PR1M,1950,1
Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Blue Plaid,60047735,Z1024087PR1S,1950,1
Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Black,60048184,Z1024050BLA1X,1250,1
Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Black,60048185,Z1024050BLA2X,1250,1
Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Navy Blue,60047642,Z1024050NABL,850,1
Zoya X Metamorphisized 143 Raglan Sleeve Midriff Top - White,60047654,Z1024051WHI2X,1550,1
Zoya Yuni Contrast Stitch Mini Skirt - Black,60035056,Z0324071BLA1X,350,1
Zoya Yuni Contrast Stitch Mini Skirt - Black,60035057,Z0324071BLA2X,350,1
Zoya Yuni Contrast Stitch Mini Skirt - Black,60035058,Z0324071BLA3X,350,1
Zoya Yuni Contrast Stitch Mini Skirt - Black,60035055,Z0324071BLAL,350,1
Zoya Yuni Contrast Stitch Mini Skirt - Black,60035054,Z0324071BLAM,350,1
Zoya Yuni Contrast Stitch Mini Skirt - Grey,60037288,Z0324071GRY1X,1300,1
Zoya Yuni Halter Midriff Top - Black,60034273,Z0324049BLA4X,700,1
Zoya Yuni Halter Midriff Top - Black,60034268,Z0324049BLAM,700,1
Zoya Yuni High Slit Dress - Black,60035331,Z0324066BLA4X,450,1
Zoya Yuni High Slit Dress - Black,60035327,Z0324066BLAL,450,1
Zoya Yuni High Slit Dress - Black,60035325,Z0324066BLAS,450,1
Zoya Yuni Off Shoulder Bodysuit - Navy Blue,60037765,Z0324052NABL,550,1
Zoya Yuni Off Shoulder Midriff Top - Buttermilk,60037563,Z0324051BUT2X,350,1
Zoya Yuni Off Shoulder Midriff Top - Buttermilk,60037564,Z0324051BUT3X,350,1
Zoya Yuni Off Shoulder Midriff Top - Buttermilk,60037565,Z0324051BUT4X,350,1
Zoya Yuni Off Shoulder Midriff Top - Buttermilk,60037558,Z0324051BUTXS,350,1
Zoya Yuni Off Shoulder Midriff Top - Navy Blue,60037570,Z0324051NAB1X,650,1
Zoya Yuni Off Shoulder Midriff Top - Navy Blue,60037571,Z0324051NAB2X,650,1
Zoya Yuni Off Shoulder Midriff Top - Orange,60037580,Z0324051ORA3X,650,1
Zoya Yuni Off shoulder Mini Dress - Black,60037336,Z0324056BLAM,550,1
Zoya Yuni Off shoulder Mini Dress - Black,60037335,Z0324056BLAS,550,1
Zoya Yuni Off shoulder Mini Dress - Black,60037334,Z0324056BLAXS,550,1
Zoya Yuni One Shoulder Crop Top - White,60035068,Z0324070WHI3X,350,1
Zoya Yuni One Shoulder Crop Top - White,60035069,Z0324070WHI4X,350,1
Zoya Yuni Oversized Shirt - Brown,60038945,Z0324046BROM,3500,1
Zoya Yuni Short Sleeve Midriff Top - Orange,60037597,Z0324048ORA3X,1100,1
Zoya Yuni Short Sleeve Midriff Top - Orange,60037598,Z0324048ORA4X,1100,1
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Black,60037854,Z0324067BLA3X,2250,1
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Black,60037855,Z0324067BLA4X,2250,1
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Lime Yellow,60034959,Z0324067LIMYEL1X,450,1
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Lime Yellow,60034961,Z0324067LIMYEL3X,450,1
Zoya Yuni Sleeveless Turtle Neck Maxi Top - White,60037176,Z0324067WHI4X,1200,1
Zoya Yuni Strappy Midriff Top - Beige,60034757,Z0324047BEI2X,800,1
Zoya Yuni Strappy Midriff Top - Navy,60034774,Z0324047NAV3X,350,1
Zoya Yuni Strappy Midriff Top - Taupe,60034783,Z0324047TAU4X,150,1
Zoya Yuni Tank Top - Black,60035251,Z0324050BLA4X,250,1
