Style Number,Style Name,Brand,Category,Subcategory,Status,Highest Sold Price (KES),Current Price (KES),Warehouse,Retired Location,Stores,Online,Total SOH
V0724094,Vivo Hadiya Flounce Sleeve Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6250.0,3050.0,0,0,0,2,2
S0623056,Safari Anga Puffy Short Sleeve Tie Top,Safari,Tops,Midriff & Crop Tops,Retired,3250.0,650.0,0,1.0,0,1,2
V0725044,Vivo  Tanda A-Line Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4900.0,3450.0,0,0,0,2,2
V0819064,Vivo Basic Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5250.0,1750.0,0,0,0,2,2
V0819064,Vivo Basic Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5250.0,2250.0,0,1.0,1.0,0,2
S0623035,Safari Hawi Cargo Pants,Safari,Bottoms,Full Length Pants,Retired,5250.0,3650.0,0,0,0,2,2
V0821190,Vivo Tsavo Sleeveless Scalloped Hem Dress Top,Vivo,Tops,Fitted Tops,Retired,3250.0,1150.0,1.0,0,1.0,0,2
V0822027,Vivo Tana Off Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6750.0,4750.0,0,1.0,0,1,2
V0822027,Vivo Tana Off Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6750.0,6750.0,0,0,1.0,1,2
V0824073,Vivo Amai Knee Length Dresses,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,5950.0,0,0,1.0,1,2
V0825002,Vivo Tanda Handkerchief Drape Top,Vivo,Tops,Loose Tops,Retired,3900.0,2750.0,1.0,0,0,1,2
V0825008,Vivo Ria Pants & Waterfall Set,Vivo,Two-Piece Sets,Pants & Top Set,Retired,7500.0,5250.0,1.0,0,0,1,2
S0424047,Safari Men's Cargo Pants,Safari,Bottoms,Men's Bottoms,Retired,5950.0,2950.0,0,0,0,2,2
V0920021,Vivo Basic Tolani Jersey Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,2450.0,0,0,2.0,0,2
V0920021,Vivo Basic Tolani Jersey Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,3450.0,0,0,2.0,0,2
V0923023,Vivo Zaria Long Sleeve Coat,Vivo,Outerwear,Jackets & Coats,Retired,4550.0,3150.0,0,1.0,0,1,2
S0423039,Safari Men's Chinese Collar Long Sleeve Shirt,Safari,Tops,Men's Tops,Retired,0,1850.0,0,0,0,2,2
V1022057,Vivo Basic Maternity Leggings,Vivo,Bottoms,Full Length Pants,Retired,2750.0,1050.0,0,0,2.0,0,2
V1023018,Vivo Sarabi Strappy Low Back Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,4150.0,0,0,0,2,2
V1023070,Vivo Sanyu Bubble Off,Vivo,Tops,Loose Tops,Retired,3250.0,1350.0,1.0,0,1.0,0,2
V1023100,Vivo Amara Back Pleat Dress,Vivo,Dresses,Knee Length Dresses,Retired,5250.0,2480.0,0,0,0,2,2
V1024002,Vivo Merika Knee Length Wrap Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,1650.0,2.0,0,0,0,2
V1024031,Vivo Beali Baby Doll Dress,Vivo,Dresses,Short & Mini Dresses,Retired,6950.0,4850.0,0,0,0,2,2
V1024032,Vivo Beali Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,3550.0,1350.0,0,0,1.0,1,2
V1024037,Vivo Beali Sarong Skirt,Vivo,Skirts,Midi & Capri Skirts,Retired,4250.0,1750.0,0,0,0,2,2
S0224193,Safari Kamari Cotton Shorts,Safari,Bottoms,Shorts & Skorts,Retired,3550.0,1650.0,1.0,0,0,1,2
V1122193,Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,1350.0,1.0,0,0,1,2
V1123012,Vivo Hanabi Off,Vivo,Tops,Loose Tops,Retired,3250.0,1050.0,0,0,0,2,2
V1123113,Vivo Hanabi Tent Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6900.0,4850.0,0,0,0,2,2
V1123125,Vivo Lero Fitness Leggings,Vivo,Bottoms,Full Length Pants,Retired,2550.0,525.0,0,0,0,2,2
V1123158,Vivo Mira Reversible Wrap Top,Vivo,Tops,Fitted Tops,Retired,2750.0,1000.0,0,1.0,0,1,2
V1124076,Vivo Meli Sleeveless Coat,Vivo,Outerwear,Jackets & Coats,Retired,3250.0,1350.0,1.0,0,0,1,2
V1124094,Vivo Serwa Crepe Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,2150.0,0,0,2,0,2
V1124110,Vivo Seli Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,2550.0,1750.0,0,0,1.0,1,2
V1124111,Vivo Seli Maxi Skirt,Vivo,Skirts,Maxi Skirts,Retired,4250.0,2950.0,0,0,1,1,2
V1124138,Vivo Yene Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,3900.0,1.0,0,0,1,2
V1223014,Vivo Dua Satin Bishop Sleeve Top,Vivo,Tops,Loose Tops,Retired,3550.0,2450.0,0,1.0,0,1,2
V1223022,Vivo Ajani V-Neck Shift Dress,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,4750.0,0,0,0,2,2
V1223038,Vivo Hanabi High Low Top,Vivo,Tops,Loose Tops,Retired,3250.0,2750.0,0,1.0,0,1,2
V1225006,Vivo Maisha Kimono & Pant Set,Vivo,Two-Piece Sets,Pants & Waterfall Set,Retired,7500.0,5250.0,0,0,2,0,2
VE0001M,Vivo Essentials Tank Top,Vivo,Tops,T-shirts & Tank Tops,Retired,1550.0,1050.0,0,0,0,2,2
VE0002W,Vivo Essentials Biker Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,1750.0,850.0,0,0,2.0,0,2
VE0006W,Vivo Essentials Full Length Leggings,Vivo,Bottoms,Leggings,Retired,1950.0,1950.0,0,0,2.0,0,2
VE0017B,Vivo Essentials Bandeau,Vivo,Tops,Midriff & Crop Tops,Retired,750.0,525.0,2.0,0,0,0,2
VE0028B,Vivo Trench Coat,Vivo,Outerwear,Jackets & Coats,Retired,0,5950.0,0,0,2,0,2
VE0029S,Vivo Tiered Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,3350.0,1950.0,0,0,2.0,0,2
S0223023,Safari Nimali Ruffle Sleeve Top,Safari,Tops,Midriff & Crop Tops,Retired,2950.0,850.0,0,0,1.0,1,2
VE0034K,Vivo Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,0,2450.0,1.0,0,0,1,2
VE0034S,Vivo Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,0,2450.0,0,0,0,2,2
VE0041M,Vivo Sleeveless Blazer,Vivo,Outerwear,Jackets & Coats,Retired,3950.0,2750.0,0,0,0,2,2
VE0042P,Vivo Kitenge Bubble Sleeve Tent Dress,Vivo,Dresses,Knee Length Dresses,Retired,5250.0,3650.0,0,0,2.0,0,2
VE0049P,Vivo Kitenge Midi Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,3450.0,1.0,0,0,1,2
VE0050L,Vivo Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,3900.0,0,0,2,0,2
VE0054L,Vivo Nimali Satin Halter Top,Vivo,Tops,Fitted Tops,Retired,2550.0,950.0,0,0,0,2,2
VE0055D,Vivo Nimali Satin Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,1450.0,0,0,0,2,2
VE0060P,Vivo Nimali Satin Flounce Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5950.0,4150.0,1.0,0,0,1,2
VE00NAT,Vivo Joggers,Vivo,Bottoms,Full Length Pants,Retired,3900.0,3900.0,0,0,2,0,2
Z0125022,Zoya Sadira Midriff Polo T-Shirt,Zoya,Tops,T-shirts & Tank Tops,Retired,1550.0,1050.0,0,0,0,2,2
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Tops,Fitted Tops,Retired,4250.0,2950.0,0,0,0,2,2
Z0220118,Zoya Basic Bodycon,Zoya,Dresses,Short & Mini Dresses,Retired,2950.0,2100.0,0,0,2.0,0,2
Z0225008,Zoya Vasha Short Sleeve Mesh Top,Zoya,Tops,Midriff & Crop Tops,Retired,750.0,250.0,0,2.0,0,0,2
Z0225010,Zoya Vasha Track Pants,Zoya,Bottoms,Full Length Pants,Retired,2550.0,450.0,0,0,2.0,0,2
Z0324024,Zoya Naya One Shoulder Flounce Satin Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,2950.0,1800.0,0,0,0,2,2
Z0324046,Zoya Yuni Oversized Shirt,Zoya,Tops,Loose Tops,Retired,4950.0,3300.0,0,0,0,2,2
Z0324049,Zoya Yuni Halter Midriff Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,150.0,0,0,0,2,2
Z0324049,Zoya Yuni Halter Midriff Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,250.0,0,0,0,2,2
RFS0125,Vivo Knee length Dress,Vivo,Sale,Sample & Sale Items,Retired,6000.0,1050.0,0,1.0,0,1,2
Z0324071,Zoya Yuni Contrast Stitch Mini Skirt,Zoya,Skirts,Short & Mini Skirts,Retired,2550.0,1300.0,0,0,0,2,2
Z0724022,Zoya Basic Short Sleeve Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,1550.0,1550.0,0,0,1.0,1,2
Z0724101,Zoya Basic Halter Tie Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,250.0,0,0,0,2,2
Z0724101,Zoya Basic Halter Tie Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,350.0,0,0,0,2,2
Z0822092,Zoya Nia Crop Bomber Jacket,Zoya,Outerwear,Jackets & Coats,Retired,2950.0,2950.0,0,0,0,2,2
Z0822098,Zoya Nia Wide Leg Denim Pants,Zoya,Bottoms,Full Length Pants,Retired,2950.0,2950.0,0,0,0,2,2
Z0924064,Zoya Aridi Unisex Shacket (Corduroy),Zoya,Outerwear,Jackets & Coats,Retired,2950.0,1500.0,0,0,2.0,0,2
Z1024021,Zoya Aridi Cropped Jacket,Zoya,Outerwear,Jackets & Coats,Retired,2250.0,2050.0,0,1.0,1.0,0,2
Z1024050,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,850.0,0,0,0,2,2
Z1024050,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,1250.0,0,0,0,2,2
Sample & Sale Items,Sample & Sale Items,Vivo,Sale,Sample & Sale Items,Retired,6950.0,550.0,0,0,2.0,0,2
V0823185,Vivo Naya Flounce Sleeve Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,6250.0,4350.0,0,0,0,1,1
V0823141,Vivo Golf Fly Front Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,3250.0,560.0,0,0,0,1,1
P21TX94,Key Hole Halter with Seamed Body,Third Party Brands,Tops,Midriff & Crop Tops,Retired,600.0,400.0,0,0,1.0,0,1
V1123113,Vivo Hanabi Tent Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6900.0,6900.0,0,0,0,1,1
Z0822086,Zoya Nia Oversized Denim Shirt,Zoya,Outerwear,Jackets & Coats,Retired,2950.0,2950.0,0,0,0,1,1
V1123138,Vivo Sanali Off,Vivo,Tops,Loose Tops,Retired,2550.0,1050.0,0,0,0,1,1
V1123154,Vivo Mira Straight Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,3150.0,0,0,0,1,1
V1123157,Vivo Mira V-Neck Overlap Top,Vivo,Tops,Loose Tops,Retired,3550.0,1850.0,0,0,0,1,1
V0822027,Vivo Tana Off Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6750.0,1950.0,0,0,1.0,0,1
Z0822087,Zoya Nia Wide Leg Shorts,Zoya,Bottoms,Shorts & Skorts,Retired,2550.0,450.0,0,0,1,0,1
V1123168,Vivo Sakari V-Neck Drop Shoulder Top,Vivo,Tops,Loose Tops,Retired,2550.0,950.0,0,0,0,1,1
V0323018,Vivo Basic Strappy Bodycon Dress,Vivo,Dresses,Knee Length Dresses,Retired,3550.0,1750.0,1.0,0,0,0,1
S0524199,Safari Kitenge T-Shirt,Safari,Tops,Men's Tops,Retired,1950.0,550.0,0,0,1.0,0,1
V0821190,Vivo Tsavo Sleeveless Scalloped Hem Dress Top,Vivo,Tops,Fitted Tops,Retired,3250.0,1450.0,1.0,0,0,0,1
V1124094,Vivo Serwa Crepe Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,1350.0,0,0,1.0,0,1
S1124144,Safari Sizani 2 Way Wrap Top,Safari,Tops,Midriff & Crop Tops,Retired,6250.0,2250.0,0,0,0,1,1
S0525067,Safari Tara Crop Shacket,Safari,Outerwear,Jackets & Coats,Retired,3800.0,2650.0,0,0,0,1,1
V0125032,Vivo Yene Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,5550.0,2250.0,0,0,1.0,0,1
V1124110,Vivo Seli Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,2550.0,2550.0,0,0,1.0,0,1
V0821064,Vivo Basic Crepe Cap Sleeved Top,Vivo,Tops,Fitted Tops,Retired,2550.0,1750.0,1.0,0,0,0,1
V0322154,Vivo Jasiri Bishop Sleeve Shift Dress,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,4250.0,0,0,1,0,1
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari,Dresses,Knee Length Dresses,Retired,5750.0,4050.0,0,0,0,1,1
S0525068,Safari Tara Barell Pants,Safari,Bottoms,Full Length Pants,Retired,4800.0,3350.0,1.0,0,0,0,1
V0321038,Vivo 3/4 Sleeve J.O Jersey A-line Knee Length Dress,Vivo,Dresses,Knee Length Dresses,Retired,3950.0,3950.0,1.0,0,0,0,1
V1124143,Vivo Meli Ruffle Sleeve Top,Vivo,Tops,Loose Tops,Retired,3550.0,1250.0,0,1.0,0,0,1
V1124143,Vivo Meli Ruffle Sleeve Top,Vivo,Tops,Loose Tops,Retired,3550.0,1350.0,0,0,0,1,1
V0819126,Vivo Basic Tulip Sweater,Vivo,Outerwear,Sweaters & Ponchos,Retired,3900.0,2450.0,1.0,0,0,0,1
V1124153,Vivo Chari Basic Chiffon Bishop Sleeve Top (Double Layered),Vivo,Tops,Fitted Tops,Retired,2950.0,2050.0,0,0,0,1,1
V1124156,Vivo Chari Shift Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,1350.0,0,0,1,0,1
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari,Dresses,Knee Length Dresses,Retired,5750.0,2850.0,0,0,0,1,1
S0223186,Safari Kaya Long Sleeve Shirt Dress,Safari,Dresses,Knee Length Dresses,Retired,5950.0,5950.0,1.0,0,0,0,1
V1222304,Vivo Dali 3/4 Cut Out Sleeve Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6250.0,1850.0,0,0,0,1,1
S0223186,Safari Kaya Long Sleeve Shirt Dress,Safari,Dresses,Knee Length Dresses,Retired,5950.0,4150.0,0,0,0,1,1
Z0824040,Zoya Temo Parachute Pants,Zoya,Bottoms,Full Length Pants,Retired,2250.0,450.0,0,0,0,1,1
V0819101,Vivo Basic Dada Poncho,Vivo,Outerwear,Sweaters & Ponchos,Retired,4950.0,4950.0,1.0,0,0,0,1
V1223016,Vivo Yumi Long Sleeve Tent Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,4550.0,3150.0,0,0,0,1,1
V1223017,Vivo Yumi Long Sleeve Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,950.0,0,0,0,1,1
V1223018,Vivo Tana Puff Sleeve A-Line Dress,Vivo,Dresses,Knee Length Dresses,Retired,4550.0,1750.0,0,0,1.0,0,1
V1223020,Vivo Lero Capri Leggings,Vivo,Bottoms,Full Length Pants,Retired,2250.0,250.0,0,0,1.0,0,1
P21DX80,Lace-Up Back Spaghetti-Strap Dress,Third Party Brands,Dresses,Short & Mini Dresses,Retired,1700.0,640.0,0,0,1.0,0,1
V0819011,Vivo Basic Abby Loose Top,Vivo,Tops,Loose Tops,Retired,3250.0,2275.0,1.0,0,0,0,1
S0623047,Safari Basic Shirt Tent Dress,Safari,Dresses,Knee Length Dresses,Retired,5250.0,3700.0,0,0,1.0,0,1
V0320040,Vivo Basic Boundneck Puff Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3250.0,1350.0,1.0,0,0,0,1
V0725029,Vivo Ari Sleeveless Straight Maxi Slit Dress,Vivo,Dresses,Maxi Dresses,Retired,4900.0,3450.0,1.0,0,0,0,1
V1223058,Vivo Alika High Waist Pants,Vivo,Bottoms,Full Length Pants,Retired,4950.0,4950.0,0,0,1.0,0,1
V1223064,Vivo Asha High Low Top,Vivo,Tops,Loose Tops,Retired,3550.0,1450.0,0,0,0,1,1
V0225032,Vivo Ayah Shirred Cuff Loose Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1850.0,0,0,0,1,1
V0724107,Vivo Paji Boat Neck Sheath Dress,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,4250.0,0,1.0,0,0,1
V0724094,Vivo Hadiya Flounce Sleeve Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6250.0,4350.0,0,0,1.0,0,1
Z0824050,Zoya Temo Men's Patched Straight Leg Pants,Zoya,Bottoms,Men's Bottoms,Retired,2250.0,450.0,0,0,0,1,1
Z1219015,Zoya Basic Val Tank Top,Zoya,Tops,T-shirts & Tank Tops,Retired,1550.0,1000.0,0,0,1.0,0,1
V0724038,Vivo Nkasi Wide Top,Vivo,Tops,Loose Tops,Retired,3950.0,1350.0,0,1.0,0,0,1
V0723074,Vivo Jira Maxi Skirt,Vivo,Skirts,Midi & Capri Skirts,Retired,4250.0,1750.0,0,0,1.0,0,1
V0723068,Vivo Jira Scoop Neck Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,5250.0,550.0,1.0,0,0,0,1
S0223033,Safari Nimali 3/4 Sleeve Maxi Dress,Safari,Dresses,Maxi Dresses,Retired,6950.0,4850.0,0,0,0,1,1
V0723065,Vivo Jira Lounge Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,2750.0,0,0,1.0,0,1
V0723065,Vivo Jira Lounge Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,1050.0,0,0,1.0,0,1
VE0002T,Vivo Essentials Biker Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,1750.0,1750.0,0,0,0,1,1
Z0824050,Zoya Temo Men's Patched Straight Leg Pants,Zoya,Bottoms,Men's Bottoms,Retired,2250.0,650.0,0,0,1.0,0,1
V0723048,Vivo Sawari Long Sleeve V-Neck Midriff Top,Vivo,Tops,Fitted Tops,Retired,3950.0,1920.0,0,0,1,0,1
V0723042,Vivo Val 3/4 Sleeve Top,Vivo,Tops,T-shirts & Tank Tops,Retired,1750.0,750.0,0,0,1.0,0,1
VE0006T,Vivo Essentials Full Length Leggings,Vivo,Bottoms,Leggings,Retired,1950.0,1950.0,0,0,0,1,1
V0225025,Vivo Chela Drawstring Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,2550.0,1750.0,0,0,1.0,0,1
V0722033,Vivo Basic Julia 3/4 Sleeve Back Pleat Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2350.0,1.0,0,0,0,1
V0719828,Vivo Yoga Wrap,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4750.0,1150.0,0,1.0,0,0,1
V0719677,Vivo Basic Short Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4500.0,2450.0,1.0,0,0,0,1
V0719261,Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,2600.0,1.0,0,0,0,1
V0719261,Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,1350.0,0,0,1.0,0,1
V0719254,Vivo Destiny Chiffon Top,Vivo,Tops,Loose Tops,Retired,3950.0,1050.0,0,0,1.0,0,1
VE0013B,Vivo Essentials Strappy Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4750.0,2850.0,0,0,1,0,1
Z0920119,Zoya Fitness Shorts,Zoya,Bottoms,Shorts & Skorts,Retired,500.0,200.0,0,0,1.0,0,1
V0719121,Vivo Basic Straight Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2950.0,1.0,0,0,0,1
Z0920129,Zoya Fitness Bra Style # 2,Zoya,Tops,Midriff & Crop Tops,Retired,900.0,100.0,0,0,1.0,0,1
VE0028N,Vivo Trench Coat,Vivo,Outerwear,Jackets & Coats,Retired,0,5950.0,0,0,1,0,1
V0719113,Vivo Basic Long Sleeved Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2535.0,525.0,0,0,1.0,0,1
VE0029K,Vivo Tiered Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,5500.0,3850.0,0,0,1.0,0,1
Z0922062,Zoya Basic Long Sleeve Top,Zoya,Tops,Fitted Tops,Retired,1950.0,1600.0,0,0,0,1,1
VE0031A,Vivo Long Sleeve Blazer,Vivo,Outerwear,Jackets & Coats,Retired,3900.0,3900.0,0,0,0,1,1
Z1124124,Zoya Kyro Pleated Mini Skirt,Zoya,Skirts,Short & Mini Skirts,Retired,1550.0,450.0,0,0,0,1,1
V0719007,Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4550.0,1650.0,0,0,0,1,1
V0719007,Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4550.0,1050.0,1.0,0,0,0,1
S0223023,Safari Nimali Ruffle Sleeve Top,Safari,Tops,Midriff & Crop Tops,Retired,2950.0,2050.0,0,0,1.0,0,1
P21DX79,Double O-ring Cami Dress,Third Party Brands,Dresses,Short & Mini Dresses,Retired,900.0,560.0,0,0,1.0,0,1
V0625018,Vivo Alani High Low Dress,Vivo,Dresses,Knee Length Dresses,Retired,5500.0,3850.0,0,0,1,0,1
V0225011,Vivo Niari straight leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,2750.0,0,0,0,1,1
S0625017,Shiv & Shikie X Safari Short Sleeve Shirt,Third Party Brands,Tops,Men's Tops,Retired,4800.0,4800.0,0,0,1.0,0,1
V0124028,Vivo Tande Boat Neck Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,4950.0,0,0,0,1,1
V0625015,Vivo Selah Double Layered Coat,Vivo,Outerwear,Jackets & Coats,Retired,4500.0,2750.0,0,0,0,1,1
V0225005,Vivo Ayah Shirred Neck Tent Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6950.0,3350.0,0,0,1.0,0,1
V0224238,Vivo 2-Way Wrap Top,Vivo,Tops,Fitted Tops,Retired,3250.0,2250.0,0,0,0,1,1
VE0049P,Vivo Kitenge Midi Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,1750.0,0,0,0,1,1
Z1024004,Zoya Aridi Unisex Shacket (Flannel),Zoya,Outerwear,Jackets & Coats,Retired,2950.0,2950.0,0,0,1.0,0,1
V0625015,Vivo Selah Double Layered Coat,Vivo,Outerwear,Jackets & Coats,Retired,4500.0,2250.0,0,0,1.0,0,1
V0122114,Vivo Basic Neo Extra Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4550.0,1650.0,0,0,0,1,1
V0625015,Vivo Selah Double Layered Coat,Vivo,Outerwear,Jackets & Coats,Retired,4500.0,1850.0,0,0,0,1,1
V0624105,Vivo Hamle Drapped Front Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,5550.0,2350.0,0,0,1.0,0,1
VE0054B,Vivo Nimali Satin Halter Top,Vivo,Tops,Fitted Tops,Retired,0,1750.0,0,0,1.0,0,1
VE0054D,Vivo Nimali Satin Halter Top,Vivo,Tops,Fitted Tops,Retired,2550.0,1750.0,0,0,0,1,1
V0224233,Vivo Reba Hi Low  Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,4150.0,0,0,0,1,1
VE0054P,Vivo Nimali Satin Halter Top,Vivo,Tops,Fitted Tops,Retired,2550.0,1350.0,0,0,0,1,1
V0624100,Vivo Nasinka Wrap Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,2350.0,0,0,0,1,1
V0224213,Vivo Safiya Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2950.0,1.0,0,0,0,1
S0125049,Safari Tiwa Shirred Top,Safari,Tops,Fitted Tops,Retired,2800.0,850.0,0,0,0,1,1
Z1219015,Zoya Basic Val Tank Top,Zoya,Tops,T-shirts & Tank Tops,Retired,1550.0,1100.0,0,0,1.0,0,1
V0624073,Vivo Kala Gathered Front Top,Vivo,Tops,T-shirts & Tank Tops,Retired,3250.0,1350.0,0,0,0,1,1
V0624069,Vivo Kala Slit Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6950.0,3120.0,0,0,1.0,0,1
VE0055W,Vivo Nimali Satin Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,2050.0,0,0,0,1,1
V0624067,Vivo Kala Palazzo Pants,Vivo,Bottoms,Full Length Pants,Retired,4950.0,1750.0,0,0,0,1,1
V0624067,Vivo Kala Palazzo Pants,Vivo,Bottoms,Full Length Pants,Retired,4950.0,1150.0,0,0,0,1,1
VE0060P,Vivo Nimali Satin Flounce Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5950.0,1650.0,0,0,0,1,1
S1122036,Safari Mara Wide Bishop Sleeve Top,Safari,Tops,Loose Tops,Retired,4500.0,3150.0,0,0,0,1,1
VE0078B,Vivo Essentials Drop Shoulder Top,Vivo,Tops,Loose Tops,Retired,0,2500.0,1.0,0,0,0,1
VE0078Y,Vivo Essentials Drop Shoulder Top,Vivo,Tops,Loose Tops,Retired,1750.0,1750.0,0,0,0,1,1
V0120033,Vivo Wide Liv Chiffon Maxi,Vivo,Dresses,Maxi Dresses,Retired,4250.0,2950.0,1.0,0,0,0,1
Z0123051,Zoya Party Strappy One Shoulder Midi Dress,Zoya,Dresses,Midi & Capri Dresses,Retired,2550.0,700.0,0,0,0,1,1
Z0123053,Zoya Party Sleeveless Side Cut Midi Dress,Zoya,Dresses,Midi & Capri Dresses,Retired,2550.0,500.0,0,0,0,1,1
V0624061,Vivo Alora Long Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1150.0,0,0,0,1,1
V0624060,Vivo Hamle Bias Twist Dress,Vivo,Dresses,Knee Length Dresses,Retired,5250.0,1450.0,1.0,0,0,0,1
V0624053,Vivo Hamle Front Twist Bodysuit,Vivo,Tops,Bodysuits,Retired,3750.0,1050.0,0,0,1.0,0,1
V0624047,Vivo Hamle Side Twist Tie Top,Vivo,Tops,Fitted Tops,Retired,3550.0,450.0,0,0,1.0,0,1
V0624032,Vivo Nasinka Ruffle Sleeve Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,6750.0,5500.0,0,0,0,1,1
S0724088,Safari Savannah Midi Wrap Dress,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,6450.0,0,0,0,1,1
V0624006,Vivo Alora Round Neck Top,Vivo,Tops,Fitted Tops,Retired,5500.0,1250.0,0,0,1.0,0,1
Z0124043,Zoya Luna Cargo Pants,Zoya,Bottoms,Full Length Pants,Retired,3950.0,750.0,0,0,0,1,1
V0623026,Vivo Maisha Long Sleeve High Low Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4500.0,2250.0,0,0,1,0,1
