barcode,sku,product_name,style_name,style_number,product_type,category,price,warehouse_available,online_available,suggested_online_alloc,flag
60057168,V0725001PR3S,Vivo Kani Bishop Sleeve Top - Mint / Black Dashen Print,Vivo Kani Bishop Sleeve Top,V0725001,Fitted Tops,Tops,2750.0,0,1,0,""
60059014,V0725002DAPL,Vivo Kani Wide Leg Pants - Dark Purple,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,3150.0,0,1,0,""
60057193,V0725002MARL,Vivo Kani Wide Leg Pants - Maroon,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60057187,V0725002PR1S,Vivo Kani Wide Leg Pants - Dark Mustard Dashen Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,3150.0,0,1,0,""
60057181,V0725002PR3L,Vivo Kani Wide Leg Pants - Mint / Black Dashen Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60061479,V0725002PR42X,Vivo Kani Wide Leg Pants - Dusty Pink / Navy Tamra Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60061476,V0725002PR4M,Vivo Kani Wide Leg Pants - Dusty Pink / Navy Tamra Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60061475,V0725002PR4S,Vivo Kani Wide Leg Pants - Dusty Pink / Navy Tamra Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60061481,V0725002PR5M,Vivo Kani Wide Leg Pants - Light Mustard / Navy Tamra Print,Vivo Kani Wide Leg Pants,V0725002,Full Length Pants,Bottoms,4500.0,0,1,0,""
60043771,V0924031RUSM,Vivo Lalani Lounge Pants - Rust,Vivo Lalani Lounge Pants,V0924031,Full Length Pants,Bottoms,1050.0,0,2,0,""
60056623,V0725004PR1M,Vivo Alani Plaid Midi Dress - Black / Tan Plaid,Vivo Alani Plaid Midi Dress,V0725004,Knee Length Dresses,Dresses,1950.0,0,1,0,""
60056622,V0725004PR1S,Vivo Alani Plaid Midi Dress - Black / Tan Plaid,Vivo Alani Plaid Midi Dress,V0725004,Knee Length Dresses,Dresses,1950.0,0,1,0,""
60056872,V0725005PR1S,Vivo Kani Tent Shirt Dress - Mustard / Black,Vivo Kani Tent Shirt Dress,V0725005,Knee Length Dresses,Dresses,1750.0,0,1,0,""
60059536,V0725005PR4L,Vivo Kani Tent Shirt Dress - Rust / Cream Print,Vivo Kani Tent Shirt Dress,V0725005,Knee Length Dresses,Dresses,4900.0,0,1,0,""
60059543,V0725005PR52X,Vivo Kani Tent Shirt Dress - Mustard / Navy Print,Vivo Kani Tent Shirt Dress,V0725005,Knee Length Dresses,Dresses,4900.0,0,1,0,""
60059344,V0725021DGNXS/S,Vivo Kemi Side Cowl Maxi Dress - Dark Green,Vivo Kemi Side Cowl Maxi Dress,V0725021,Maxi Dresses,Dresses,5900.0,0,1,0,""
60060480,V0725021TE41X/2X,Vivo Kemi Side Cowl Maxi Dress - Teal,Vivo Kemi Side Cowl Maxi Dress,V0725021,Maxi Dresses,Dresses,5900.0,0,1,0,""
60060428,V0725022BLA1X,Vivo Essi Wide Leg Pants in Satin - Black,Vivo Essi Wide Leg Pants in Satin,V0725022,Full Length Pants,Bottoms,4900.0,0,1,0,""
60060427,V0725022BLAL,Vivo Essi Wide Leg Pants in Satin - Black,Vivo Essi Wide Leg Pants in Satin,V0725022,Full Length Pants,Bottoms,4900.0,0,1,0,""
60057315,V0725023DGRN1X,Vivo Ari One Shoulder Maxi Dress - Dark Green,Vivo Ari One Shoulder Maxi Dress,V0725023,Maxi Dresses,Dresses,2250.0,0.0,1,0,""
60057314,V0725023DGRNL,Vivo Ari One Shoulder Maxi Dress - Dark Green,Vivo Ari One Shoulder Maxi Dress,V0725023,Maxi Dresses,Dresses,2250.0,0,1,0,""
60057348,V0725023RED1X,Vivo Ari One Shoulder Maxi Dress - Red,Vivo Ari One Shoulder Maxi Dress,V0725023,Maxi Dresses,Dresses,2250.0,0,1,0,""
60057347,V0725023REDL,Vivo Ari One Shoulder Maxi Dress - Red,Vivo Ari One Shoulder Maxi Dress,V0725023,Maxi Dresses,Dresses,2250.0,0,1,0,""
60057345,V0725023REDS,Vivo Ari One Shoulder Maxi Dress - Red,Vivo Ari One Shoulder Maxi Dress,V0725023,Maxi Dresses,Dresses,2250.0,0,1,0,""
60057805,V0725025BLA1X/2X,Vivo Cap Sleeve Salma Maxi Dress - Black,Vivo Cap Sleeve Salma Maxi Dress,V0725025,Maxi Dresses,Dresses,5900.0,0,1,0,""
60060618,V0725025DGRNXS/S,Vivo Cap Sleeve Salma Maxi Dress - Dark Green,Vivo Cap Sleeve Salma Maxi Dress,V0725025,Maxi Dresses,Dresses,5900.0,0,1,0,""
60057292,V0725027BLAXS/S,Vivo Ari Sweater - Black,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,2,0,""
60065882,V0725027DGRXS/S,Vivo Ari Sweater - Dark Green,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60058217,V0725027GRYXS/S,Vivo Ari Sweater - Grey,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60065880,V0725027NAVM/L,Vivo Ari Sweater - Navy,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60057295,V0725027WHIM/L,Vivo Ari Sweater - White,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60057294,V0725027WHIXS/S,Vivo Ari Sweater - White,Vivo Ari Sweater,V0725027,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60057240,V0725029CHB1X,Vivo Ari Sleeveless Straight Maxi Slit Dress - Chocolate Brown,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0,1,0,""
60057237,V0725029CHBS,Vivo Ari Sleeveless Straight Maxi Slit Dress - Chocolate Brown,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0.0,1,0,""
60057245,V0725029REDS,Vivo Ari Sleeveless Straight Maxi Slit Dress - Red,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0,1,0,""
60057244,V0725029SEG1X,Vivo Ari Sleeveless Straight Maxi Slit Dress - Sea Green,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0,2,0,""
60057243,V0725029SEGL,Vivo Ari Sleeveless Straight Maxi Slit Dress - Sea Green,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0.0,3,0,""
60057242,V0725029SEGM,Vivo Ari Sleeveless Straight Maxi Slit Dress - Sea Green,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0.0,2,0,""
60057241,V0725029SEGS,Vivo Ari Sleeveless Straight Maxi Slit Dress - Sea Green,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,Maxi Dresses,Dresses,4900.0,0.0,5,0,""
60057598,V0725039NAVL,Vivo Aleri Wide Leg Pants in Ponte - Navy,Vivo Aleri Wide Leg Pants in Ponte,V0725039,Full Length Pants,Bottoms,4500.0,0,1,0,""
60057596,V0725039NAVS,Vivo Aleri Wide Leg Pants in Ponte - Navy,Vivo Aleri Wide Leg Pants in Ponte,V0725039,Full Length Pants,Bottoms,4500.0,0,1,0,""
60057593,V0725039PURM,Vivo Aleri Wide Leg Pants in Ponte - Purple,Vivo Aleri Wide Leg Pants in Ponte,V0725039,Full Length Pants,Bottoms,4500.0,0,1,0,""
60057592,V0725039PURS,Vivo Aleri Wide Leg Pants in Ponte - Purple,Vivo Aleri Wide Leg Pants in Ponte,V0725039,Full Length Pants,Bottoms,4500.0,0,1,0,""
60057766,V0725042BLAL,Vivo Aleri Front Slit Sheath Dress - Black,Vivo Aleri Front Slit Sheath Dress,V0725042,Midi & Capri Dresses,Dresses,4500.0,0,1,0,""
,Z1123024NBLL,Zoya Party Sleeveless Bodysuit - Navy Blue,Zoya Party Sleeveless Bodysuit,Z1123024,Bodysuits,Tops,0.0,0,1,0,""
60057762,V0725042HUNL,Vivo Aleri Front Slit Sheath Dress - Hunters,Vivo Aleri Front Slit Sheath Dress,V0725042,Midi & Capri Dresses,Dresses,4500.0,0,1,0,""
60057769,V0725042REDM,Vivo Aleri Front Slit Sheath Dress - Red,Vivo Aleri Front Slit Sheath Dress,V0725042,Midi & Capri Dresses,Dresses,3150.0,0,1,0,""
60058314,V0725043DGR1X/2X,Vivo Tanda Loose Sweater - Dark Grey,Vivo Tanda Loose Sweater,V0725043,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60058313,V0725043DGRM/L,Vivo Tanda Loose Sweater - Dark Grey,Vivo Tanda Loose Sweater,V0725043,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60058729,V0725045RUS1X,Vivo Ria Mock Neck Top - Rust,Vivo Ria Mock Neck Top,V0725045,Fitted Tops,Tops,2500.0,0,1,0,""
60068114,V0725047BLAM,Vivo Tanda Maxi Skirt in Stretch Rib - Black,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068113,V0725047BLAS,Vivo Tanda Maxi Skirt in Stretch Rib - Black,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068119,V0725047DGNL,Vivo Tanda Maxi Skirt in Stretch Rib - Dark Green,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068118,V0725047DGNM,Vivo Tanda Maxi Skirt in Stretch Rib - Dark Green,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068105,V0725047MULS,Vivo Tanda Maxi Skirt in Stretch Rib - Mulberry,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068112,V0725047OFW1X,Vivo Tanda Maxi Skirt in Stretch Rib - Off White,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,1,0,""
60068111,V0725047OFWL,Vivo Tanda Maxi Skirt in Stretch Rib - Off White,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60068109,V0725047OFWS,Vivo Tanda Maxi Skirt in Stretch Rib - Off White,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,2,0,""
60058142,V0725047OLI1X,Vivo Tanda Maxi Skirt in Stretch Rib - Olive,Vivo Tanda Maxi Skirt in Stretch Rib,V0725047,Maxi Skirts,Skirts,4900.0,0,1,0,""
60033072,V0819003BUR3X,Vivo Basic Panelled Leisure Pants - Burgundy,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,0,1,0,""
60056166,V0819003DAT3X,Vivo Basic Panelled Leisure Pants - Dark Teal,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,0,1,0,""
60033304,V0819003DNABM,Vivo Basic Panelled Leisure Pants - Dark Navy Blue,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,3150.0,0,1,0,""
60031297,V0819003LNAB3X,Vivo Basic Panelled Leisure Pants - Light Navy Blue,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,3150.0,0,1,0,""
60051616,V0819003NAD2X,Vivo Basic Panelled Leisure Pants - Navy Dotted,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,0,1,0,""
60051612,V0819003NADS,Vivo Basic Panelled Leisure Pants - Navy Dotted,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,0,1,0,""
60052711,V0819003WRED2X,Vivo Basic Panelled Leisure Pants - Wine Red,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,0,1,0,""
60065031,V0819022MUSM/L,Vivo Basic May Sweater - Mustard,Vivo Basic May Sweater,V0819022,Sweaters & Ponchos,Outerwear,3900.0,0,6,0,""
60065029,V0819022RED1X/2X,Vivo Basic May Sweater - Red,Vivo Basic May Sweater,V0819022,Sweaters & Ponchos,Outerwear,3900.0,0,1,0,""
60065027,V0819022REDXS/S,Vivo Basic May Sweater - Red,Vivo Basic May Sweater,V0819022,Sweaters & Ponchos,Outerwear,3900.0,0,3,0,""
60030770,V0819034BUR1X,Vivo Basic Pencil Skirt - Burgundy,Vivo Basic Pencil Skirt,V0819034,Knee Length Skirts,Skirts,2950.0,0,1,0,""
60055926,V0819098GREM,Vivo Basic Kena Tent Knee Length Dress - Green,Vivo Basic Kena Tent Knee Length Dress,V0819098,Knee Length Dresses,Dresses,4900.0,0,1,0,""
60055925,V0819098GRES,Vivo Basic Kena Tent Knee Length Dress - Green,Vivo Basic Kena Tent Knee Length Dress,V0819098,Knee Length Dresses,Dresses,4900.0,0,1,0,""
60053752,V0819106LAM1X/2X,Vivo Basic Waterfall - Light Mustard,Vivo Basic Waterfall,V0819106,Waterfalls & Kimonos,Outerwear,3550.0,0,1,0,""
60053761,V0819106RED1X/2X,Vivo Basic Waterfall - Red,Vivo Basic Waterfall,V0819106,Waterfalls & Kimonos,Outerwear,3550.0,0,1,0,""
60060356,V0819120SGRNS,Vivo Basic Sienna Waterfall - Sea Green,Vivo Basic Sienna Waterfall,V0819120,Waterfalls & Kimonos,Outerwear,3500.0,0,1,0,""
60062778,V0819126MAGM,Vivo Basic Tulip Sweater - Magenta,Vivo Basic Tulip Sweater,V0819126,Sweaters & Ponchos,Outerwear,2450.0,0,1,0,""
60030444,V0819137HGN1X,Vivo Basic Palazzo Pants - Hunters Green,Vivo Basic Palazzo Pants,V0819137,Full Length Pants,Bottoms,2000.0,0,1,0,""
60030442,V0819137HGNM,Vivo Basic Palazzo Pants - Hunters Green,Vivo Basic Palazzo Pants,V0819137,Full Length Pants,Bottoms,2000.0,0,1,0,""
60030441,V0819137HGNS,Vivo Basic Palazzo Pants - Hunters Green,Vivo Basic Palazzo Pants,V0819137,Full Length Pants,Bottoms,2000.0,0.0,1,0,""
60043329,V0819137NVBL,Vivo Basic Palazzo Pants - Navy Blue,Vivo Basic Palazzo Pants,V0819137,Full Length Pants,Bottoms,2800.0,0.0,1,0,""
60056351,V0819145RUSL/1X,Vivo Basic Dolman Sweater - Rust,Vivo Basic Dolman Sweater,V0819145,Sweaters & Ponchos,Outerwear,2750.0,0,1,0,""
60023041,V0822019BLAS,Vivo Basic Crepe Pants - Black,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60052920,V0822019LIML,Vivo Basic Crepe Pants - Lime,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60052918,V0822019LIMS,Vivo Basic Crepe Pants - Lime,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60053184,V0822019MAG1X,Vivo Basic Crepe Pants - Magenta,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60053181,V0822019MAGS,Vivo Basic Crepe Pants - Magenta,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60022066,V0822019NABL,Vivo Basic Crepe Pants - Navy Blue,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,3150.0,0,1,0,""
60040544,V0822019PR24L,Vivo Basic Crepe Pants - Blue / White Print,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60040542,V0822019PR24S,Vivo Basic Crepe Pants - Blue / White Print,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60050800,V0822019PR34L,Vivo Basic Crepe Pants - Mustard / Black Umbo Print,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,3150.0,0,1,0,""
60052933,V0822019PR361X,Vivo Basic Crepe Pants - Purple / Black Tiki Print,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,2250.0,0,1,0,""
60052931,V0822019PR36M,Vivo Basic Crepe Pants - Purple / Black Tiki Print,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,2250.0,0,1,0,""
60043770,V0924031RUSS,Vivo Lalani Lounge Pants - Rust,Vivo Lalani Lounge Pants,V0924031,Full Length Pants,Bottoms,1050.0,0,1,0,""
60052916,V0822019RORAL,Vivo Basic Crepe Pants - Rust Orange,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,4500.0,0,1,0,""
60050891,V0822019RUS1X,Vivo Basic Crepe Pants - Rust,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,3150.0,0,1,0,""
60050889,V0822019RUSM,Vivo Basic Crepe Pants - Rust,Vivo Basic Crepe Pants,V0822019,Full Length Pants,Bottoms,3150.0,0,1,0,""
60023367,V0823125PR2L,Vivo Naya One Shoulder Flounce Jumpsuit - Pweza Print,Vivo Naya One Shoulder Flounce Jumpsuit,V0823125,Jumpsuits & Playsuits,Bottoms,1100.0,0,1,0,""
60028325,V0823134NAB2X,Vivo Basic Long Sleeve Bodysuit (Seamless) - Navy Blue,Vivo Basic Long Sleeve Bodysuit (Seamless),V0823134,Bodysuits,Tops,2000.0,0,1,0,""
60028326,V0823134NAB3X,Vivo Basic Long Sleeve Bodysuit (Seamless) - Navy Blue,Vivo Basic Long Sleeve Bodysuit (Seamless),V0823134,Bodysuits,Tops,2000.0,0,1,0,""
60028324,V0823134NABXS,Vivo Basic Long Sleeve Bodysuit (Seamless) - Navy Blue,Vivo Basic Long Sleeve Bodysuit (Seamless),V0823134,Bodysuits,Tops,2000.0,0,1,0,""
60022815,V0823141DTAU4X,Vivo Golf Fly Front Shorts - Dark Taupe,Vivo Golf Fly Front Shorts,V0823141,Shorts & Skorts,Bottoms,560.0,0,1,0,""
60022873,V0823167BLA4X,Vivo Golf Sleeveless Zip-up Jacket - Black,Vivo Golf Sleeveless Zip-up Jacket,V0823167,Jackets & Coats,Outerwear,350.0,0,1,0,""
60022747,V0823179YELF,Vivo Leila Asymmetrical Angel Sleeve Top - Yellow,Vivo Leila Asymmetrical Angel Sleeve Top,V0823179,Loose Tops,Tops,950.0,0,1,0,""
60044917,V0824072PR7M/L,Vivo Amai Off-Shoulder Maxi Dress - Lilac / Green Biya Print,Vivo Amai Off-Shoulder Maxi Dress,V0824072,Maxi Dresses,Dresses,2750.0,0,1,0,""
60044972,V0824073BLAM,Vivo Amai Knee Length Dresses - Black,Vivo Amai Knee Length Dresses,V0824073,Knee Length Dresses,Dresses,5950.0,0,1,0,""
60054821,V0824085PR10F,Vivo Chidii Tunic Dress With Frills - Grey / White Print,Vivo Chidii Tunic Dress With Frills,V0824085,Short & Mini Dresses,Dresses,6500.0,0,1,0,""
60062691,V0824085PR13F,Vivo Chidii Tunic Dress With Frills - Red Textured Print,Vivo Chidii Tunic Dress With Frills,V0824085,Short & Mini Dresses,Dresses,6500.0,0.0,1,0,""
,Z0125024LIB1X,Zoya Sadira Men's Long Sleeve  T Shirt - Light Blue,Zoya Sadira Men's Long Sleeve  T Shirt,Z0125024,Loose Tops,Tops,0.0,0,1,0,""
,Z1123024NBLS,Zoya Party Sleeveless Bodysuit - Navy Blue,Zoya Party Sleeveless Bodysuit,Z1123024,Bodysuits,Tops,0.0,0,5,0,""
60054819,V0824085PR8F,Vivo Chidii Tunic Dress With Frills - Black / Taupe Print,Vivo Chidii Tunic Dress With Frills,V0824085,Short & Mini Dresses,Dresses,6500.0,0,1,0,""
60059154,V0824086CBR2X,Vivo Chidii Wide Leg Pants - Chocolate Brown,Vivo Chidii Wide Leg Pants,V0824086,Full Length Pants,Bottoms,4900.0,0,1,0,""
60059285,V0824086DRDS,Vivo Chidii Wide Leg Pants - Dark Red,Vivo Chidii Wide Leg Pants,V0824086,Full Length Pants,Bottoms,4900.0,0,1,0,""
60059304,V0824086GLD1X,Vivo Chidii Wide Leg Pants - Gold,Vivo Chidii Wide Leg Pants,V0824086,Full Length Pants,Bottoms,4900.0,0,1,0,""
60059293,V0824086PR4S,Vivo Chidii Wide Leg Pants - Dark Red / Black Tulu Print,Vivo Chidii Wide Leg Pants,V0824086,Full Length Pants,Bottoms,4900.0,0,1,0,""
60059308,V0824086PR61X,Vivo Chidii Wide Leg Pants - Light Tan / Navy Tulu Print,Vivo Chidii Wide Leg Pants,V0824086,Full Length Pants,Bottoms,3450.0,0,1,0,""
60058979,V0824089CHB1X/2X,Vivo Chidii Drop Shoulder Kimono - Chocolate Brown,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,3850.0,0,1,0,""
60059311,V0824089DRD1X/2X,Vivo Chidii Drop Shoulder Kimono - Dark Red,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60059309,V0824089DRDXS/S,Vivo Chidii Drop Shoulder Kimono - Dark Red,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60048272,V0824089MUS1X/2X,Vivo Chidii Drop Shoulder Kimono - Mustard,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,3850.0,0,1,0,""
60059314,V0824089PR51X/2X,Vivo Chidii Drop Shoulder Kimono - Light Tan / Navy Tulu Print,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60059312,V0824089PR5XS/S,Vivo Chidii Drop Shoulder Kimono - Light Tan / Navy Tulu Print,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60059319,V0824089PR7M/L,Vivo Chidii Drop Shoulder Kimono - Dark Red / Black Tulu Print,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,3850.0,0,2,0,""
60059321,V0824089PR8XS/S,Vivo Chidii Drop Shoulder Kimono - White / Mint Tulu Print,Vivo Chidii Drop Shoulder Kimono,V0824089,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60062767,V0824090PR3F,Vivo Chidii Maxi Kaftan - White / Black Print,Vivo Chidii Maxi Kaftan,V0824090,Maxi Dresses,Dresses,6900.0,0,1,0,""
60054543,V0824092PR14F,Vivo Ayla Maxi Kimono - Navy / Brown Alya Print,Vivo Ayla Maxi Kimono,V0824092,Waterfalls & Kimonos,Outerwear,3850.0,0,1,0,""
60059282,V0824092PR18F,Vivo Ayla Maxi Kimono - Olive / Dark Green Dola Print,Vivo Ayla Maxi Kimono,V0824092,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60059283,V0824092PR19F,Vivo Ayla Maxi Kimono - White / Light Taupe Dola Print,Vivo Ayla Maxi Kimono,V0824092,Waterfalls & Kimonos,Outerwear,5500.0,0,1,0,""
60060392,V0824100PR10F,Vivo Ayla Maxi Kaftan Dress - Orange / Black Fani Print,Vivo Ayla Maxi Kaftan Dress,V0824100,Maxi Dresses,Dresses,6500.0,0,1,0,""
60060394,V0824100PR12F,Vivo Ayla Maxi Kaftan Dress - Dark Orange / Brown Nola Print,Vivo Ayla Maxi Kaftan Dress,V0824100,Maxi Dresses,Dresses,4550.0,0,1,0,""
60045428,V0824101BRWNL,Vivo Ayla Bubble Sleeve Maxi Dress - Brown,Vivo Ayla Bubble Sleeve Maxi Dress,V0824101,Maxi Dresses,Dresses,6950.0,0,1,0,""
60045443,V0824103PR11X/2X,Vivo Ayla Off-Shoulder Dress - Tan / Black Meti Print,Vivo Ayla Off-Shoulder Dress,V0824103,Knee Length Dresses,Dresses,5250.0,0,1,0,""
60050774,V0824108PR6XS/S,Vivo Ayla Off-Shoulder Jumpsuit - Orange / Burgundy Umbo Print,Vivo Ayla Off-Shoulder Jumpsuit,V0824108,Jumpsuits & Playsuits,Bottoms,6750.0,0,1,0,""
60058542,V0825009HUNL,Vivo Nora 3/4 Sleeve Peplum Top - Hunters,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,Fitted Tops,Tops,2250.0,0,2,0,""
60058540,V0825009HUNS,Vivo Nora 3/4 Sleeve Peplum Top - Hunters,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,Fitted Tops,Tops,2250.0,0,2,0,""
60060110,V0825010RUSTS,Vivo Nora Round Neck Sleeveless Top - Rust,Vivo Nora Round Neck Sleeveless Top,V0825010,Fitted Tops,Tops,1750.0,0,1,0,""
60059166,V0825013DGN1X,Vivo Lena Front Slit Knee Length Dress - Green,Vivo Lena Front Slit Knee Length Dress,V0825013,Short & Mini Dresses,Dresses,4500.0,0,2,0,""
60059170,V0825013NAV1X,Vivo Lena Front Slit Knee Length Dress - Navy,Vivo Lena Front Slit Knee Length Dress,V0825013,Short & Mini Dresses,Dresses,4500.0,0,1,0,""
60060047,V0825013NAVXS,Vivo Lena Front Slit Knee Length Dress - Navy,Vivo Lena Front Slit Knee Length Dress,V0825013,Short & Mini Dresses,Dresses,4500.0,0,1,0,""
60059162,V0825013RED1X,Vivo Lena Front Slit Knee Length Dress - Red,Vivo Lena Front Slit Knee Length Dress,V0825013,Short & Mini Dresses,Dresses,4500.0,0,1,0,""
60059161,V0825013REDL,Vivo Lena Front Slit Knee Length Dress - Red,Vivo Lena Front Slit Knee Length Dress,V0825013,Short & Mini Dresses,Dresses,4500.0,0,1,0,""
60058876,V0825014DREM,Vivo Nora Front Pleat Knee Length Dress - Dark Red,Vivo Nora Front Pleat Knee Length Dress,V0825014,Knee Length Dresses,Dresses,2250.0,0,2,0,""
60058885,V0825014PINL,Vivo Nora Front Pleat Knee Length Dress - Pink,Vivo Nora Front Pleat Knee Length Dress,V0825014,Knee Length Dresses,Dresses,2250.0,0,1,0,""
60059197,V0825016DMUL,Vivo Lena Sleeveless Top - Dark Mustard,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,0,1,0,""
60060046,V0825016NAVXS,Vivo Lena Sleeveless Top - Navy,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,0,1,0,""
60059194,V0825016PIN1X,Vivo Lena Sleeveless Top - Pink,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,0,1,0,""
60059193,V0825016PINL,Vivo Lena Sleeveless Top - Pink,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,0,2,0,""
60059191,V0825016PINS,Vivo Lena Sleeveless Top - Pink,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,0,1,0,""
60060793,V0825017PR4M,Vivo Basic Cap Sleeve Chiffon Maxi Dress - Dusty Green / Purple Sinka Print,Vivo Basic Cap Sleeve Chiffon Maxi Dress,V0825017,Maxi Dresses,Dresses,6900.0,0,1,0,""
60058497,V0825022DMU1X,Vivo Ria Drop Shoulder Top - Dark Mustard,Vivo Ria Drop Shoulder Top,V0825022,T-shirts & Tank Tops,Tops,2500.0,0,1,0,""
60058489,V0825022DOL1X,Vivo Ria Drop Shoulder Top - Dark Olive,Vivo Ria Drop Shoulder Top,V0825022,T-shirts & Tank Tops,Tops,2500.0,0,1,0,""
