store,country,sku,style_name,subcategory,brand,style_number,current_price,cost,current_margin_pct,last_sale_date,days_since_last_sale,clearance_tier,discounted_price,discounted_margin_pct,units_available,projected_revenue_kes
ACHO/Stock,Kenya,V0725042HUNL,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.34,83.1,2026-02-24,126,Tier 1 (3M) — 10-15%,3938,80.7,1.0,3938
WHFIN/Stock,Kenya,V1124074MULS,Vivo Ayla Crepe Pants,Full Length Pants,Vivo,V1124074,4500.0,1351.55,70.0,2026-02-13,137,Tier 1 (3M) — 10-15%,3938,65.7,1.0,3938
GALLE/Stock,Kenya,V1124074PR6M,Vivo Ayla Crepe Pants,Full Length Pants,Vivo,V1124074,4500.0,1308.69,70.9,2026-03-11,111,Tier 1 (3M) — 10-15%,3938,66.8,1.0,3938
CITYM/Stock,Kenya,V0719105NABS,Vivo Basic A-line Maxi Skirt,Maxi Skirts,Vivo,V0719105,4250.0,801.98,81.1,2026-02-16,134,Tier 1 (3M) — 10-15%,3719,78.4,1.0,3719
JUNCT/Stock,Kenya,V0719105NABL,Vivo Basic A-line Maxi Skirt,Maxi Skirts,Vivo,V0719105,4250.0,801.98,81.1,2026-03-02,120,Tier 1 (3M) — 10-15%,3719,78.4,1.0,3719
CITYM/Stock,Kenya,V0719105NAB2XL,Vivo Basic A-line Maxi Skirt,Maxi Skirts,Vivo,V0719105,4250.0,801.98,81.1,2026-01-28,153,Tier 1 (3M) — 10-15%,3719,78.4,1.0,3719
WHFIN/Stock,Kenya,V0621001BURS,Vivo J.O V-Neck Sheath Dress,Knee Length Dresses,Vivo,V0621001,4250.0,1465.5199999999998,65.5,2026-03-26,96,Tier 1 (3M) — 10-15%,3719,60.6,1.0,3719
MSACB/Stock,Kenya,V0824081GRNXS/S,Vivo Chidii Off Shoulder Maxi Dress,Maxi Dresses,Vivo,V0824081,4150.0,3237.8799999999997,22.0,2026-03-10,112,Tier 1 (3M) — 10-15%,3631,10.8,1.0,3631
MNS/Stock,Kenya,V0724104PR6L,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,4150.0,1861.3,55.1,2026-02-27,123,Tier 1 (3M) — 10-15%,3631,48.7,1.0,3631
TRM/Stock,Kenya,V0724104PR8L,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,4150.0,1861.3,55.1,2026-02-04,146,Tier 1 (3M) — 10-15%,3631,48.7,1.0,3631
MOIAV/Stock,Kenya,V0724104PR6S,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,4150.0,1861.3,55.1,2026-01-15,166,Tier 1 (3M) — 10-15%,3631,48.7,1.0,3631
ACHO/Stock,Kenya,V0625048PR6M,Vivo Iyana Knee Length Bubble Dress,Short & Mini Dresses,Vivo,V0625048,4150.0,2023.5700000000002,51.2,2026-02-22,128,Tier 1 (3M) — 10-15%,3631,44.3,1.0,3631
MERU/Stock,Kenya,V1223033ODEL,Vivo Asha Drop Shoulder Knee Length Dress,Knee Length Dresses,Vivo,V1223033,4050.0,1963.6899999999998,51.5,2026-01-02,179,Tier 1 (3M) — 10-15%,3544,44.6,1.0,3544
ZOYA/Stock,Kenya,V0625043BLAL,Vivo Iyana Bubble Midi Skirt,Midi & Capri Skirts,Vivo,V0625043,4050.0,1843.68,54.5,2026-01-29,152,Tier 1 (3M) — 10-15%,3544,48.0,1.0,3544
TWORV/Stock,Kenya,V1025044NAVS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999998,76.6,2026-01-30,151,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
ZOYA/Stock,Kenya,V0325069WHITL,Vivo Analo Wide Leg Pants,Full Length Pants,Vivo,V0325069,3900.0,978.37,74.9,2026-02-25,125,Tier 1 (3M) — 10-15%,3413,71.3,1.0,3413
WHFIN/Stock,Kenya,V0423006SGRXS/S,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,679.64,82.6,2026-02-26,124,Tier 1 (3M) — 10-15%,3413,80.1,1.0,3413
TWORV/Stock,Kenya,V0320037MARS,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1015.0,74.0,2026-02-27,123,Tier 1 (3M) — 10-15%,3413,70.3,1.0,3413
MERU/Stock,Kenya,V0320037DGN1X,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1102.09,71.7,2026-03-07,115,Tier 1 (3M) — 10-15%,3413,67.7,1.0,3413
MERU/Stock,Kenya,V0320037BLAM,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1102.0899999999997,71.7,2026-03-21,101,Tier 1 (3M) — 10-15%,3413,67.7,1.0,3413
CITYM/Stock,Kenya,V0925065SGN1X,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-02-15,135,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
CITYM/Stock,Kenya,V0122078NAV1X,Vivo Basic Straight Leg Pants,Full Length Pants,Vivo,V0122078,3900.0,912.29,76.6,2026-03-05,117,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
WHFIN/Stock,Kenya,V0225018NAVXS/S,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,767.6,80.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,77.5,1.0,3413
WHFIN/Stock,Kenya,V0225018MARXS/S,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,767.6,80.3,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,77.5,1.0,3413
WHFIN/Stock,Kenya,V0225018MAR1X/2X,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,767.6,80.3,2026-01-19,162,Tier 1 (3M) — 10-15%,3413,77.5,1.0,3413
WHFIN/Stock,Kenya,V1025044NAVS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999998,76.6,2026-01-30,151,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
MERU/Stock,Kenya,V0925065PINM,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-02-26,124,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
CITYM/Stock,Kenya,V0925065PINM,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-02-26,124,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
JUNCT/Stock,Kenya,V1025044FUSS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999997,76.6,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
SARIT/Stock,Kenya,V1025044FUSS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999997,76.6,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
YAYA/Stock,Kenya,V1025044FUSS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999997,76.6,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
WHFIN/Stock,Kenya,V0925065PINL,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-03-28,94,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
CITYM/Stock,Kenya,V0925065PINL,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-03-28,94,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
WHFIN/Stock,Kenya,V0925065MULL,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,978.41,74.9,2026-03-15,107,Tier 1 (3M) — 10-15%,3413,71.3,1.0,3413
WHFIN/Stock,Kenya,V0925065LGN1X,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-03-03,119,Tier 1 (3M) — 10-15%,3413,71.9,1.0,3413
TRM/Stock,Kenya,V1025044DRDS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.63,76.6,2026-02-21,129,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
IMAAR/Stock,Kenya,V1025044DRDM,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999999,76.6,2026-03-17,105,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
MSACB/Stock,Kenya,V0125039FUSF,Vivo Isabi Loose Top,Loose Tops,Vivo,V0125039,3900.0,1171.3600000000004,70.0,2026-02-14,136,Tier 1 (3M) — 10-15%,3413,65.7,1.0,3413
GRENS/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
YAYA/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
KISM/Stock,Kenya,V0719413GRYL/1X,Vivo Basic Joy Sweater,Sweaters & Ponchos,Vivo,V0719413,3900.0,873.9,77.6,2026-04-01,90,Tier 1 (3M) — 10-15%,3413,74.4,1.0,3413
ELDOR/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
TRM/Stock,Kenya,V1025044DRDM,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999999,76.6,2026-03-17,105,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
GALLE/Stock,Kenya,V1025044DRDM,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999999,76.6,2026-03-17,105,Tier 1 (3M) — 10-15%,3413,73.3,1.0,3413
HUB/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
TRM/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
CAPIT/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,1.0,3413
ELDOR/Stock,Kenya,V1025015MUS1X/2X,Vivo Chela Sleeveless Waterfall in Jersey,Waterfalls & Kimonos,Vivo,V1025015,3900.0,1129.17,71.0,2026-03-19,103,Tier 1 (3M) — 10-15%,3413,66.9,1.0,3413
GCITY/Stock,Kenya,V0425047NAVXS/S,Vivo Analo Dress Coat,Knee Length Dresses,Vivo,V0425047,3850.0,1439.49,62.6,2026-02-02,148,Tier 1 (3M) — 10-15%,3369,57.3,1.0,3369
MERU/Stock,Kenya,V0725018PR2F,Vivo Essi Scalloped Top,Loose Tops,Vivo,V0725018,3850.0,1886.7099999999998,51.0,2026-03-19,103,Tier 1 (3M) — 10-15%,3369,44.0,1.0,3369
ACHO/Stock,Kenya,V1223034PR13S,Vivo Asha Sleeveless Knee Length Dress,Knee Length Dresses,Vivo,V1223034,3850.0,1434.48,62.7,2026-02-26,124,Tier 1 (3M) — 10-15%,3369,57.4,1.0,3369
NAKUR/Stock,Kenya,V1024065PR8S,Vivo Dalia Cap Sleeve Gathered Tent Dress,Knee Length Dresses,Vivo,V1024065,3850.0,2005.0700000000002,47.9,2026-01-07,174,Tier 1 (3M) — 10-15%,3369,40.5,1.0,3369
WHFIN/Stock,Kenya,V1120036NAVL,Vivo Everyday Cap Sleeve Top,T-shirts & Tank Tops,Vivo,V1120036,1900.0,694.21,63.5,2026-02-02,148,Tier 1 (3M) — 10-15%,1663,58.2,2.0,3325
SIGNA/Stock,Kenya,V1120036MUSM,Vivo Everyday Cap Sleeve Top,Midriff & Crop Tops,Vivo,V1120036,1900.0,694.21,63.5,2026-03-29,93,Tier 1 (3M) — 10-15%,1663,58.2,2.0,3325
MERU/Stock,Kenya,V1120036LOVM,Vivo Everyday Cap Sleeve Top,T-shirts & Tank Tops,Vivo,V1120036,1900.0,694.21,63.5,2026-01-14,167,Tier 1 (3M) — 10-15%,1663,58.2,2.0,3325
ZOYA/Stock,Kenya,V1219185PR32L/1X,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17000000000004,73.7,2026-02-03,147,Tier 1 (3M) — 10-15%,831,69.9,4.0,3325
WHFIN/Stock,Kenya,V1221043PR47L,Vivo Basic Satin Cap Sleeve Top,Fitted Tops,Vivo,V1221043,1250.0,730.18,41.6,2026-01-27,154,Tier 1 (3M) — 10-15%,1094,33.2,3.0,3281
MOIAV/Stock,Kenya,V0220004PR1L/1X,Vivo Basic Strappy Belt,Belts,Vivo,V0220004,1250.0,153.89,87.7,2026-02-17,133,Tier 1 (3M) — 10-15%,1094,85.9,3.0,3281
MERU/Stock,Kenya,V0423078MARM/L,Vivo Basic Leila Short Waterfall,Waterfalls & Kimonos,Vivo,V0423078,3700.0,1205.34,67.4,2026-03-12,110,Tier 1 (3M) — 10-15%,3238,62.8,1.0,3238
SIGNA/Stock,Kenya,V0423078HUNL/XL,Vivo Basic Leila Short Waterfall,Waterfalls & Kimonos,Vivo,V0423078,3700.0,993.81,73.1,2026-01-13,168,Tier 1 (3M) — 10-15%,3238,69.3,1.0,3238
WHFIN/Stock,Kenya,V0423078TAU1X/2X,Vivo Basic Leila Short Waterfall,Waterfalls & Kimonos,Vivo,V0423078,3700.0,1205.34,67.4,2026-03-23,99,Tier 1 (3M) — 10-15%,3238,62.8,1.0,3238
MERU/Stock,Kenya,V0423078HUNL/XL,Vivo Basic Leila Short Waterfall,Waterfalls & Kimonos,Vivo,V0423078,3700.0,993.81,73.1,2026-01-13,168,Tier 1 (3M) — 10-15%,3238,69.3,1.0,3238
TWORV/Stock,Kenya,V0719419MUS1X/2X,Vivo Basic Julia Back Pleat Maxi Dress,Maxi Dresses,Vivo,V0719419,3650.0,2273.29,37.7,2026-03-15,107,Tier 1 (3M) — 10-15%,3194,28.8,1.0,3194
TMALL/Stock,Kenya,V0325072BLAL,Vivo Chiffon Shorts,Shorts & Skorts,Vivo,V0325072,3550.0,849.27,76.1,2026-03-12,110,Tier 1 (3M) — 10-15%,3106,72.7,1.0,3106
GRENS/Stock,Kenya,V0819126GRES,Vivo Basic Tulip Sweater,Sweaters & Ponchos,Vivo,V0819126,3550.0,974.63,72.5,2026-01-28,153,Tier 1 (3M) — 10-15%,3106,68.6,1.0,3106
MOIAV/Stock,Kenya,V0220059NABXL,Vivo Basic Leisure Pants,Full Length Pants,Vivo,V0220059,3550.0,1339.59,62.3,2026-03-31,91,Tier 1 (3M) — 10-15%,3106,56.9,1.0,3106
MERU/Stock,Kenya,V0220059BUR1X,Vivo Basic Leisure Pants,Full Length Pants,Vivo,V0220059,3550.0,1339.59,62.3,2026-02-13,137,Tier 1 (3M) — 10-15%,3106,56.9,1.0,3106
MERU/Stock,Kenya,V0819106LAMM/L,Vivo Basic Waterfall,Waterfalls & Kimonos,Vivo,V0819106,3550.0,939.18,73.5,2026-03-15,107,Tier 1 (3M) — 10-15%,3106,69.8,1.0,3106
MSACB/Stock,Kenya,V0819106REDXS/S,Vivo Basic Waterfall,Waterfalls & Kimonos,Vivo,V0819106,3550.0,939.18,73.5,2026-03-21,101,Tier 1 (3M) — 10-15%,3106,69.8,1.0,3106
WHFIN/Stock,Kenya,V1123080CORM,Vivo Ajani V-Neck Top,Fitted Tops,Vivo,V1123080,3500.0,1282.0499999999997,63.4,2026-03-29,93,Tier 1 (3M) — 10-15%,3063,58.1,1.0,3063
WHFIN/Stock,Kenya,V0925016GLD1X/2X,Vivo Alma Drawstring Top,Loose Tops,Vivo,V0925016,3500.0,1064.66,69.6,2026-03-01,121,Tier 1 (3M) — 10-15%,3063,65.2,1.0,3063
WHFIN/Stock,Kenya,V0524178GRY1X,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1001.89,71.4,2026-01-04,177,Tier 1 (3M) — 10-15%,3063,67.3,1.0,3063
WHFIN/Stock,Kenya,V0925010PR4S,Vivo Basic Crepe Bishop Sleeve Top,Fitted Tops,Vivo,V0925010,3500.0,763.4,78.2,2026-02-06,144,Tier 1 (3M) — 10-15%,3063,75.1,1.0,3063
MSACB/Stock,Kenya,V0819120ORUSTM,Vivo Basic Sienna Waterfall,Waterfalls & Kimonos,Vivo,V0819120,3500.0,728.31,79.2,2026-02-18,132,Tier 1 (3M) — 10-15%,3063,76.2,1.0,3063
KILEL/Stock,Kenya,V0819120MUS1X,Vivo Basic Sienna Waterfall,Waterfalls & Kimonos,Vivo,V0819120,3500.0,728.31,79.2,2026-04-01,90,Tier 1 (3M) — 10-15%,3063,76.2,1.0,3063
WHFIN/Stock,Kenya,V0925010MARL,Vivo Basic Crepe Bishop Sleeve Top,Fitted Tops,Vivo,V0925010,3500.0,763.4,78.2,2026-03-18,104,Tier 1 (3M) — 10-15%,3063,75.1,1.0,3063
ACHO/Stock,Kenya,V0719674BLAXS/S,Vivo Basic Short Waterfall,Waterfalls & Kimonos,Vivo,V0719674,3500.0,1134.97,67.6,2026-03-27,95,Tier 1 (3M) — 10-15%,3063,62.9,1.0,3063
MOIAV/Stock,Kenya,V0925010DRES,Vivo Basic Crepe Bishop Sleeve Top,Fitted Tops,Vivo,V0925010,3500.0,763.4,78.2,2026-03-28,94,Tier 1 (3M) — 10-15%,3063,75.1,1.0,3063
ACHO/Stock,Kenya,V0819120BUR1X,Vivo Basic Sienna Waterfall,Waterfalls & Kimonos,Vivo,V0819120,3500.0,728.31,79.2,2026-03-27,95,Tier 1 (3M) — 10-15%,3063,76.2,1.0,3063
GRENS/Stock,Kenya,V0819120DATS,Vivo Basic Sienna Waterfall,Waterfalls & Kimonos,Vivo,V0819120,3500.0,739.56,78.9,2026-03-03,119,Tier 1 (3M) — 10-15%,3063,75.9,1.0,3063
WHFIN/Stock,Kenya,V0225024LILM,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2026-02-24,126,Tier 1 (3M) — 10-15%,3063,77.5,1.0,3063
YAYA/Stock,Kenya,V0825060BLAS,Vivo Alma Short Sleeve Mini Bodycon,Short & Mini Dresses,Vivo,V0825060,3500.0,523.9000000000001,85.0,2026-03-02,120,Tier 1 (3M) — 10-15%,3063,82.9,1.0,3063
ACHO/Stock,Kenya,V0524178REDL,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2026-03-25,97,Tier 1 (3M) — 10-15%,3063,64.4,1.0,3063
WHFIN/Stock,Kenya,V1123080COR1X,Vivo Ajani V-Neck Top,Fitted Tops,Vivo,V1123080,3500.0,1282.05,63.4,2026-03-09,113,Tier 1 (3M) — 10-15%,3063,58.1,1.0,3063
MOIAV/Stock,Kenya,V0524178NAV1X,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2026-02-11,139,Tier 1 (3M) — 10-15%,3063,64.4,1.0,3063
WHFIN/Stock,Kenya,V0524178HUN1X,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2026-03-27,95,Tier 1 (3M) — 10-15%,3063,64.4,1.0,3063
RUNDA/Stock,Kenya,V0225024BUTS,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2026-03-30,92,Tier 1 (3M) — 10-15%,3063,77.5,1.0,3063
WHFIN/Stock,Kenya,V0225024BUTS,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2026-03-30,92,Tier 1 (3M) — 10-15%,3063,77.5,1.0,3063
RUNDA/Stock,Kenya,V1023042LIGHOM,Vivo Ava 3/4 Sleeve Kimono,Waterfalls & Kimonos,Vivo,V1023042,3450.0,2139.67,38.0,2026-03-15,107,Tier 1 (3M) — 10-15%,3019,29.1,1.0,3019
GCITY/Stock,Kenya,V0822022PRT20M,Vivo Basic Sleeveless Tent Dress,Knee Length Dresses,Vivo,V0822022,3450.0,1476.52,57.2,2026-03-04,118,Tier 1 (3M) — 10-15%,3019,51.1,1.0,3019
TRM/Stock,Kenya,V1023042BLAM,Vivo Ava 3/4 Sleeve Kimono,Waterfalls & Kimonos,Vivo,V1023042,3450.0,2139.67,38.0,2026-02-01,149,Tier 1 (3M) — 10-15%,3019,29.1,1.0,3019
WHFIN/Stock,Kenya,V0725029BLAL,Vivo Ari Sleeveless Straight Maxi Slit Dress,Maxi Dresses,Vivo,V0725029,3450.0,879.19,74.5,2026-02-24,126,Tier 1 (3M) — 10-15%,3019,70.9,1.0,3019
WHFIN/Stock,Kenya,V1023042LIGHOM,Vivo Ava 3/4 Sleeve Kimono,Waterfalls & Kimonos,Vivo,V1023042,3450.0,2139.67,38.0,2026-03-15,107,Tier 1 (3M) — 10-15%,3019,29.1,1.0,3019
ACHO/Stock,Kenya,V0822022PRT19M,Vivo Basic Sleeveless Tent Dress,Knee Length Dresses,Vivo,V0822022,3450.0,1476.52,57.2,2026-01-30,151,Tier 1 (3M) — 10-15%,3019,51.1,1.0,3019
ZOYA/Stock,Kenya,V1024064PINF,Vivo Basic Sleeveless Tent Kimono,Waterfalls & Kimonos,Vivo,V1024064,3250.0,1028.67,68.3,2026-03-19,103,Tier 1 (3M) — 10-15%,2844,63.8,1.0,2844
TMALL/Stock,Kenya,V0819031RUSM,Vivo Basic Double Layered Capri Skirt,Midi & Capri Skirts,Vivo,V0819031,3250.0,985.9199999999998,69.7,2026-03-18,104,Tier 1 (3M) — 10-15%,2844,65.3,1.0,2844
KISM/Stock,Kenya,V0819031RUSM,Vivo Basic Double Layered Capri Skirt,Midi & Capri Skirts,Vivo,V0819031,3250.0,985.9199999999998,69.7,2026-03-18,104,Tier 1 (3M) — 10-15%,2844,65.3,1.0,2844
WHFIN/Stock,Kenya,V0819031TEGM,Vivo Basic Double Layered Capri Skirt,Midi & Capri Skirts,Vivo,V0819031,3250.0,920.73,71.7,2026-03-25,97,Tier 1 (3M) — 10-15%,2844,67.6,1.0,2844
MOIAV/Stock,Kenya,V0819031TEGM,Vivo Basic Double Layered Capri Skirt,Midi & Capri Skirts,Vivo,V0819031,3250.0,920.73,71.7,2026-03-25,97,Tier 1 (3M) — 10-15%,2844,67.6,1.0,2844
STPUR/Stock,Kenya,V082504PR11XS/S,Vivo Alek High Slit Kimono,Waterfalls & Kimonos,Vivo,V0825041,3150.0,1506.18,52.2,2026-03-10,112,Tier 1 (3M) — 10-15%,2756,45.4,1.0,2756
IMAAR/Stock,Kenya,V0924052MARL,Vivo Hari Wide Leg Pants,Full Length Pants,Vivo,V0924052,3150.0,1316.79,58.2,2026-03-03,119,Tier 1 (3M) — 10-15%,2756,52.2,1.0,2756
WHFIN/Stock,Kenya,V0822019NABXL,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,3150.0,960.25,69.5,2026-01-31,150,Tier 1 (3M) — 10-15%,2756,65.2,1.0,2756
STPUR/Stock,Kenya,V0822019PR48S,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,3150.0,694.54,78.0,2026-03-13,109,Tier 1 (3M) — 10-15%,2756,74.8,1.0,2756
GALLE/Stock,Kenya,V1124074PR7M,Vivo Ayla Crepe Pants,Full Length Pants,Vivo,V1124074,3150.0,1308.69,58.5,2026-02-25,125,Tier 1 (3M) — 10-15%,2756,52.5,1.0,2756
IMAAR/Stock,Kenya,V0924052MAR1X,Vivo Hari Wide Leg Pants,Full Length Pants,Vivo,V0924052,3150.0,1316.79,58.2,2026-01-10,171,Tier 1 (3M) — 10-15%,2756,52.2,1.0,2756
WHFIN/Stock,Kenya,V1125002ORAN1X,Vivo Jersey Halter Neck Tank Top,T-shirts & Tank Tops,Vivo,V1125002,1500.0,390.8500000000001,73.9,2026-03-09,113,Tier 1 (3M) — 10-15%,1313,70.2,2.0,2625
MERU/Stock,Kenya,V0724080MUSL,Vivo Basic Tank Top,Fitted Tops,Vivo,V0724080,1500.0,356.59,76.2,2026-03-24,98,Tier 1 (3M) — 10-15%,1313,72.8,2.0,2625
WHFIN/Stock,Kenya,V0625051SEGL,Vivo Basic Val Tank Top,T-shirts & Tank Tops,Vivo,V0625051,1500.0,373.71,75.1,2026-02-25,125,Tier 1 (3M) — 10-15%,1313,71.5,2.0,2625
KISM/Stock,Kenya,V0625051SEGL,Vivo Basic Val Tank Top,T-shirts & Tank Tops,Vivo,V0625051,1500.0,373.71,75.1,2026-02-25,125,Tier 1 (3M) — 10-15%,1313,71.5,2.0,2625
GALLE/Stock,Kenya,V1125002TEAL2X,Vivo Jersey Halter Neck Tank Top,T-shirts & Tank Tops,Vivo,V1125002,1500.0,390.8500000000001,73.9,2026-02-25,125,Tier 1 (3M) — 10-15%,1313,70.2,2.0,2625
WHFIN/Stock,Kenya,V0724080RUS2X,Vivo Basic Tank Top,Fitted Tops,Vivo,V0724080,1500.0,356.59,76.2,2026-02-16,134,Tier 1 (3M) — 10-15%,1313,72.8,2.0,2625
WHFIN/Stock,Kenya,V0524179YELS,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,620.79,79.0,2026-01-19,162,Tier 1 (3M) — 10-15%,2581,76.0,1.0,2581
WHFIN/Stock,Kenya,V0524179NEG1X,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,1546.88,47.6,2026-01-15,166,Tier 1 (3M) — 10-15%,2581,40.1,1.0,2581
IMAAR/Stock,Kenya,V0524179SEGS,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,620.79,79.0,2026-02-21,129,Tier 1 (3M) — 10-15%,2581,76.0,1.0,2581
MSACB/Stock,Kenya,V1020057NAB2X,Vivo Basic Waridi Pencil Skirt,Knee Length Skirts,Vivo,V1020057,2900.0,777.77,73.2,2026-03-15,107,Tier 1 (3M) — 10-15%,2538,69.3,1.0,2538
RUNDA/Stock,Kenya,V0525015PR102X,Vivo Samira Pants in Rayon,Full Length Pants,Vivo,V0525015,2900.0,778.68,73.1,2026-03-10,112,Tier 1 (3M) — 10-15%,2538,69.3,1.0,2538
MSACB/Stock,Kenya,V1119113BLAXS/S,Vivo Basic Sleeveless Jersey Waterfall,Waterfalls & Kimonos,Vivo,V1119113,2900.0,1035.0899999999997,64.3,2026-04-01,90,Tier 1 (3M) — 10-15%,2538,59.2,1.0,2538
MERU/Stock,Kenya,V1119113HGNS/M,Vivo Basic Sleeveless Jersey Waterfall,Waterfalls & Kimonos,Vivo,V1119113,2900.0,809.29,72.1,2026-03-29,93,Tier 1 (3M) — 10-15%,2538,68.1,1.0,2538
