product_name,units_sold
Vivo Zawadi Shift Dress - Taupe / White Suku Print,3
Vivo Zawadi Shift Dress - White / Grey Print,3
Vivo Val Strappy Bodycon Dress - Chocolate,3
Vivo Basic Leisure Pants - Hunters Green,3
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Black,3
Vivo Maisha Straight Leg Pants in Crepe - Navy / Grey Print,3
Vivo Yumi Maxi Shirt Dress - Black (poly-cotton),3
Safari Men's Shacket - Khaki Grey,3
Vivo Basic Leila Long Sleeve Asymmetrical Waterfall - Safron,3
Vivo Merika Satin Wrap Top - Lime,3
Vivo Escape A Line Dress - Black,3
Safari Kamari Long Sleeve Drawstring Shacket - Hunters Green,3
Vivo Basic Bodycon Dress - White,3
Zoya Chill Spaghetti Strap Tank Top - Orange,3
Anika Pleated Highwaist Aline Side Zipper Short Skater Skirt - Grey,3
Vivo Basic Ayo Bishop Sleeve Dress - Black / Brown Print,3
Vivo Ava Jumpsuit - Olive,3
Vivo Jumpsuit - RFS 6,3
Vivo Meli Bishop Sleeve Tie Top - Hot Pink,3
Vivo Reversible Printed Poncho - White / Blush  Pepeo Print,3
Vivo Keza Satin Border Maxi Kaftan - Navy / Pink Print,3
Vivo Basic Wide Liv Chiffon Maxi - White / Grey Print,3
Vivo Basic Tsavo Scalloped Chiffon Top - Dark Taupe,3
Safari by Vivo  Huru Halter Sleeveless High Low Dress - Taupe,3
Vivo Basic Cap Sleeve Knee Length Tent Dress - Navy / Mustard Print,3
Vivo BFS&S 2,3
Vivo Dali 3/4 Cut Out Sleeve Maxi Dress - Yellow / Navy Print,3
Vivo Sienna Waterfall - Taupe,3
Vivo Sani Cape Sleeve V-Neck Jumpsuit - Black,3
Vivo Hanabi High Low Top - Taupe / Black Koto Print,3
Soko Capped Quill Dangle Earrings,3
Vivo Jema High Slit Maxi Kimono - Cream / Brown,3
Zoya Luna High Slit Dress - Black,3
Vivo Ayla Off-Shoulder Dress - Blush Pink/ Black Meti Print,3
Zoya Shani Kimono - Burgundy / Peach Sani Print,3
Zoya Shani Cropped Tie Top - Navy / Peach Sani Print,3
Vivo Basic Hooded Kimono - Black / Abstract Print,3
Soko Dash Layered Necklace - Gold,3
Vivo Saida Sheath Dress - Black / Mustard,3
Vivo Yumi Cap Sleeve Dress - Mustard Yellow,3
Vivo Basic Ayo Bishop Sleeve Dress - Navy / Orange Iyo Print,3
Vivo Bodysuits T- Shirts & Tank Tops FS1,3
Popular 21 Long Slit Pencil Skirt - Burgundy,3
Vivo Yumi Maxi Shirt Dress - Dark Mustard (cotton),3
Vivo Kelemi Sleeveless Side Tie Top - Lime / Red Waso Print,3
Vivo Dalia Sleeveless Gathered Tent Dress - Peach / Green Print,3
Vivo Basic Crepe Pants - Blue / White Print,3
Vivo Alora Round Neck Top - Light Taupe,3
Zoya Nia  Puff Sleeve Off Shoulder Romper - Peach / Blue Floral,3
Vivo Basic Val Long Sleeve Top - Orange,3
Safari by Vivo Njano Front Drawstring Tunic Top - Mustard,3
Soko Square Signet Pinky Ring 4.5 - Gold,3
Vivo Zawadi Keyhole Dress - White,3
Vivo Basic Cap Sleeved Bodysuit - Light Grey,3
Vivo Arusha Wide Drop Shoulder Tunic Top - Mustard,3
Vivo Basic Crepe Cap Sleeved Top - Maroon / White Meni Print,3
Vivo Pelia Round Neck Dress - Navy,3
Zoya Nia Oversized Denim Shirt - Black,2
Safari Anga Wide Shorts - Green / Orange Print,2
Vivo Ajani V Neck Top - Yellow / Grey Print,2
Soko Delicate Sabi Necklace- Gold,2
Vivo Hamle Side Twist Tie Bodycon - Black,2
Vivo Malindi V-Neck High Low Kaftan Top - Rust,2
Safari by Vivo Mara Shirred Bishop Sleeve Dress - Hunters,2
Safari Naledi Gathered Panel Maxi Skirt - Pink,2
Soko Mezi Tapered Hoops- Gold,2
Safari Kikoy Wrap Dress - Taupe,2
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Senara Print ,2
Vivo Seli Wide Leg Pants - Lilac / Navy Esli Print,2
Vivo Zuri Cap Sleeved Maxi Dress - Navy / Cream Uri Print,2
Vivo Everyday Cap Sleeve Top - Yellow,2
Vivo Dalia Sleeveless Gathered Tent Dress - Orange / Red Print,2
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - White,2
Soko Meta Bar Necklace,2
Vivo Basic Long Lily Waterfall - Black,2
Vivo Jumpsuit - Sample 4,2
Vivo Strappy Sun Dress - Bahari,2
Vivo Jema High Slit Maxi Kimono - Black / Taupe,2
Vivo Jira Hooded Poncho - Safron,2
Vivo Dalia Sleeveless Gathered Tent Dress - Grey,2
Vivo Basic Cap Sleeve Knee Length Tent Dress -Tan/ Black Capi Print,2
Vivo Basic Jersey Cascade Waterfall - Rust,2
Vivo Chari Basic Chiffon Bishop Sleeve Top (Double Layered) - Dark Tan,2
Vivo Sia Leisure Pants -Rust,2
Vivo Basic Open Kaftan - Mustard Ayla Print,2
Yumi Off Shoulder Top - Teal,2
Vivo Raha Waist Tie Top - Dark Mustard/ Black Ameli Print,2
Vivo Lani Maxi Dress - Grey / Peach Print,2
Long Strappy Satin Dress with Pleated Bust - Light Pink,2
Vivo Sierra Long Sleeve Top in Chiffon (Double Layered)  - Navy,2
Vivo Tana Puff Sleeve Bodysuit - Taupe,2
Vivo Basic Cuffed Dolman Jersey Dress - Mustard,2
Vivo Situ Ruffle Neck Jumpsuit - Purple Mustard Manda Print,2
Vivo Yene Front Tie Top - Hot Pink,2
Vivo Basic Open Kaftan - Tan Meti Print,2
Vivo Alek 3/4 Sleeve A-Line Kimono - Navy / Orange Aber Print,2
Vivo Zahari Off-Shoulder Maxi Dress - Blue / Grey Print,2
Vivo Meli Halter Neck Dress - Mustard,2
Vivo Tanda Palazzo Pants - Rust,2
Safari by Vivo Haya Off Shoulder Maxi Dress - Dark Brown koko,2
Safari Savannah Wrap Top - Rust,2
Vivo Sakari Circular Loose Top - Yellow,2
Vivo Kitenge Multi Purpose Wrap - Black / Blue Ankara Print,2
Vivo Sakari Drop Shoulder Jumpsuit - Hot Pink Sari Print,2
Vivo Laika Long Sleeve Tie Top - Chocolate / White Una Print,2
Vivo Jumpsuit - Fs 6,2
Vivo Lani Maxi Dress - Mint Print,2
Safari Tawi Bishop Sleeve Tiered Dress - Purple,2
Safari by Vivo  Njano Front Tie Dress - Lira,2
Vivo Nasinka Ruffle Sleeve Jumpsuit - Dark Mustard / Black Sinka Print,2
"Vivo Dada Poncho, Navy Blue",2
Vivo Basic Double Layered Long Sleeved Bodysuit - Hunters Green,2
Safari by Vivo Kamari Drop Shoulder Top - Tan,2
Vivo Wila Cowl Poncho - Taupe,2
Zoya Kyro Cropped Shirt - Tan,2
Vivo Basic V-Neck Long Sleeve Top - Dark Green,2
Zoya Luna Drape Tie Top - Blush pink,2
Vivo Keza Satin Border Maxi Kaftan - Black / Tan Animal Print,2
Vivo Samira Maxi Kimono - Lilac / Black Print,2
Vivo Keza V-Neck Maxi Kaftan - Hunters/Blue Print,2
Vivo Jema High Low Tent Dress - Orange / Black Niger Print,2
Vivo Rema Straight Leg Pants - Navy,2
Vivo Dalia Cap Sleeve Gathered Tent Dress - Light Brown,2
Tawi Flounce Tent Dress - Navy Blue,2
Vivo Yumi High Low Shirt Dress - Chocolate,2
Vivo 2-Way Wrap Top - Sipo Print,2
Vivo X Pinky Drop Shoulder Cowl Back Top - White / Pink Abstract Print,2
Vivo Ava 3/4 Sleeve Kimono - Dark Olive,2
Vivo Nandi High Slit Kimono - Grey / Black Print,2
Vivo Asha Drop Shoulder Maxi Shirt Dress - Mustard Yellow / Burgundy Piko Print,2
Vivo Vinna Belted Top - Grey / Navy Nina Print,2
Vivo Upe Wide Leg Pants - Black,2
Safari by Vivo Njano Wide Leg Pants - Shama Print,2
Vivo Paji Pencil Skirt - Navy Checkered Print,2
Vivo Basic Sleeveless Jersey Waterfall - Maroon,2
Vivo Basic Open Kaftan - Navy / Cream,2
Zoya Capri Leggings - Hunters,2
Vivo Yumi High Waist Pants  - Navy Blue,2
Lisa Leather Beaded Bracelet - Multi-Yellow / Black,2
Vivo Ajani Blouse - Olive,2
Vivo Ayla Drop Shoulder Jumpsuit - Navy / Orange Print,2
Vivo Jema High Low Tent Dress - Yellow/Black Palm Leaves Print,2
Safari Lira Drop Shoulder Dress - Lime,2
Vivo Maisha Wide High Low Top - Pink / Chocolate Print,2
Vivo Amai Asymmetrical Cape - Pink / Blue Biya Print,2
Vivo Basic Waterfall - Black,2
Vivo Seli Wide Leg Pants - White / Black Esli Print,2
Vivo Keza V-Neck Maxi Kaftan - Navy / Cream Print,2
Vivo Basic Long Sleeved Bodysuit - Light Taupe,2
Vivo Lani Maxi Dress - Pink Print,2
Safari by Vivo Mansi Bishop Sleeve Shacket - Hunters,2
Vivo Reversible Shrug -Black / Mustard Kato Print,2
Vivo Basic Nandi High Slit Kimono - Taupe,2
Vivo Basic Leila Maxi Waterfall - Tan,2
Vivo Basic Double Layered Capri Skirt - Burgundy,2
Vivo Samira Maxi Kimono - Beige / Brown Print,2
Vivo Sanyu Shift Dress - Mustard,2
Anika Mindy Crepe Pants With Angular Pockets - Purple,2
Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Jungle Green Plaid,2
Zoya Basic Tank Top - Tan,2
Vivo Short Waterfall/ Kimono - Sample 5,2
Vivo Wila Dolman Top - Burgundy,2
Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Lilac Lusture,2
Vivo Dada Poncho - Mustard,2
Vivo Basic Waterfall - Burgundy,2
Vivo Reba Tapered Shirt Dress - White / Mustard Riba Print,2
Vivo Scalloped Kimono in Crepe - Mulberry / Cream Print,2
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Buttermilk,2
Vivo Basic Nalia High-low Chiffon Top - Blue / White Print,2
Vivo Basic Nalia High-low Chiffon Top - Mustard / Brown Print,2
Vivo Basic Cap Sleeve Knee Length Tent Dress - Blue / Red Floral Print,2
Vivo Basic Long Sleeved Double Layered Bodycon - Orange,2
Soko Sabi Statement Ring - Gold (Size 6),2
Safari Basic Ribbed Tank Top - Dark Green,2
Vivo Seli Head Wrap - Lilac / Navy Esli Print,2
Vivo Basic Cuffed Dolman Jersey Dress - Safron,2
Safari Basic Shirt Tent Dress - Coral,2
Vivo Basic Cap Sleeve Tent Knee Length Dress - Taupe,2
Zoya Basic Val Tank Top - Hunters Green,2
Vivo Keza Circular Loose Top - White / Rust Ruvu Print,2
Safari Haya 0ne Shoulder Asymmetrical Side Tie Top - Gold Kiki Print,2
Vivo Sakari V-Neck Drop Shoulder Top - Black,2
Vivo Basic Crepe Cap Sleeved Top In Crepe - Mustard,2
Vivo Lumi Cuffed Dolman Maxi Dress -  White / Teal Kita Print,2
Vivo Yumi Long Sleeve Tent Shirt Dress - Purple,2
Safari Savannah Chinese Collar Shirt - White,2
Vivo Asymmetric Poncho - Teal,2
Vivo Rema High Low Maxi Dress - Lilac,2
Zoya Sitawi Square Neck Bodysuit - Black,2
Vivo Hisi Cold Shoulder Maxi Dress - Yellow,2
Safari Mali 3/4 Bishop Sleeve  Tie Top - Rust,2
Safari Lira Front Panelled Shirt Dress - Taupe / White,2
Vivo Yene One Shoulder Kaftan - Black,2
Vivo Maisha Long Sleeve High Low Kimono - Brown / Taupe Nea Print,2
Vivo Studio Bell Sleeve Tunic Top in Rib - Black,2
Vivo Asha Sleeveless Knee Length Dress - Cream / Navy Print,2
Vivo Nimali Satin Flounce Kimono - Dawn,2
Vivo Basic Hooded Kimono - Black / White Print,2
Vivo Shorts - Rfs 3,2
Soko Nyundo Stacking Cuffs - Gold,2
Vivo Chesi Wide Leg Pants - Aloe / Black Hesi Print,2
Vivo Kelemi 4.0 Kimono - Magenta / Black Nashe Print,2
Vivo Adisa Cold Shoulder Kaftan - Coral,2
Vivo Nimali Satin Flounce Kimono - Navy Blue,2
Zoya Nia Crop Bomber Jacket - Black,2
Vivo Basic RT Sleeveless Bodysuit - Dark Grey,2
Vivo Hanabi Satin High Low Top - Black / Green Bani Print,2
Soko Twisted Dash Ring - Gold (Size 7),2
Vivo Wide-Leg Pants - Asmara Print,2
Vivo Hoodie/ Sweatshirt - Sample 1,2
Vivo Basic Angela Cowl Loose Top - Yellow,2
Vivo Basic Cap Sleeve Maxi Tent Dress - Navy Polka Print,2
Ribbed Sleeveless Maxi Dress - Orchid Bloom,2
Safari Kamari Halter Shirt - Baby Blue,2
Zoya Basic Jersey Bandeau - Dark Green,2
Vivo Basic Nalia High-low Chiffon Top - Khaki,2
Vivo Situ Side Slit Midi Kimono - Black,2
Vivo Azawi Pencil Skirt - Hunters Green / White,2
Vivo Basic Aziza Belt - Doa Print,2
Vivo Izzy Bishop Sleeve Shift Dress - Navy,2
Vivo Ava Front Pleat Maxi Dress - Orange / Black Ala Print,2
Vivo Zena Long Sleeve Mandarin Collar Shift Dress - White / Teal Polka Print,2
Vivo Lero Fitness Leggings - Black + Blue Kiwi Print,2
Vivo Basic Crepe Pants - Pink / Taupe Print,2
Vivo Basic Straight Maxi Dress - Taupe,2
Zetu Men's LinenLux Cotton Classic Men's Button Down Shirt - Black,2
Vivo Basic Leila Long Sleeve Asymmetrical Waterfall - White,2
Vivo Muna Chiffon Kimono - Red Tia Print,2
Safari Haya Offshoulder Maxi Dress - Dark Brown koko,2
Vivo Tana 3/4 Tulip Sleeve Overlap Maxi Top - Pink Floral Print,2
Vivo Vivo Basic Waterfall - Mustard,2
Vivo Studio Flared Pants in Rib - Olive Green,2
Vivo Kala Gathered Poncho Top - Black,2
Vivo Seli Maxi Dress - Black + White / Black Esli Print,2
Vivo Ajani Wide Leg Pants - Burgundy,2
Vivo Nasinka Ruffle Sleeve Jumpsuit - Dark Orange / Black Sinka Print,2
Vivo Palazzo Pants - Navy Blue,2
Lisa Double Disc Beaded Choker,2
Vivo Basic Crepe Pants - Pink / Blue Print,2
Vivo Binti High Low Poncho - Navy,2
Vivo Lani Maxi Dress - Purple / Light Pink  Squiggle  Print,2
Vivo Studio 2-piece in Mixed Media- Hunters Green,2
Vivo Basic Sleeveless Sienna Waterfall - Taupe,2
Zoya Banda Men's Cargo Pants - White,2
Vivo Basic Chiffon Drop Shoulder Top - Teal,2
Vivo Shorts - Moabi,2
Vivo Cowl Neck Knit Sweater - Ivory,2
Vivo Basic Open Kaftan - Dark Navy /Yellow Aber Print,2
Vivo Ria Waterfall - Rust,2
Vivo Zola V Neck Cap Sleeve Maxi Dress - Light lilac / Black Hesi Print,2
Vivo Dalia Cap Sleeve Gathered Tent Dress - Taupe / Green Print,2
Vivo Sienna Waterfall - White,2
Vivo Short Kimono - Navy / Red Maya Print,2
Safari Tawi 3/4 Sleeve Off Shoulder Maxi - Purple,2
Vivo J.O V-Neck Sheath Dress - Black,2
Ythera Royal Cedarwood Room & Linen Spray 250ml,2
Safari Lira Drawstring Knee Length Dress - Black + Tafo Print,2
Zoya Nia Off Shoulder Puff Sleeve Top - Light Grey,2
Vivo Basic Straight Skirt With Front Slit - Burgundy,2
Safari Huru Short Sleeved Shirt Dress - Navy Blue,2
Safari Mali Bishop Sleeve Tent Dress - Black,2
Vivo Reversible Printed Poncho - Dark Chocolate / Taupe Jito Print,2
Soko Laini Dangle Earrings - Gold,2
Zoya Party Turtle Neck Maxi Top - Buttermilk,2
Vivo Nova Double Layered Bodycon Dress - Burgundy,2
Vivo Rema High Low Maxi Dress - Taupe,2
Soko Mini Bold Hoops- Gold,2
Safari Haya Off Shoulder Maxi Dress - Fown Koko Print,2
Vivo Knee Length Kaftan in Satin - Lilac / Mint Print,2
Soko Open Square Statement Ring - Gold Plated (Size 7),2
Zoya Chill Spaghetti Strap Tank Top - Lime Green,2
Vivo Basic Satin Bishop Sleeved Top - Dark Teal,2
Vivo Nimali Satin Shorts - Gold,2
Vivo X Essence Asha Wide Leg Pants With Short Lining - White / Mustard Manda Print,2
Vivo Basic V-neck Cap Sleeve Top - Taupe,2
Vivo Essentials Capri Leggings - Orange,2
Vivo Chari Basic Chiffon Bishop Sleeve Top (Double Layered) - Chocolate,2
Vivo Alora Long Sleeve Top - Cream,2
Vivo Jasiri Bishop Sleeve Layered Top - Mustard / Black Dala Print,2
Vivo Nasinka V-Neck Maxi Dress - Burgundy,2
Vivo Ava Tent Flounce Maxi Dress - Maroon / White Print,2
Vivo Zahari Bishop Sleeve Top With Belt - Cream / Black Zari Print,2
Vivo Reba Hi Low Dress - Tan / Brown Riba Print,2
Safari Kikoy Wide Leg Pants -Black,2
Zoya Jersey Bandeau - Navy Blue,2
Zoya Basic Bodycon - Black,2
Safari Zene High Low Shirt Dress - Black,2
Vivo Tanda Palazzo Pants - White,2
Vivo Ponte Back Pleat High Low Dress - Orange,2
Vivo Nkasi Wide Top - White / Orange Shibori Print,2
Vivo Sweaters & Ponchos - Fs 5,2
Vivo Basic Short May Jersey Waterfall - Light Taupe,2
Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Orange,2
Vivo Fitness Capri Leggings - Black,2
Vivo Lamu Satin Top - Purple,2
Vivo Rema High Low Maxi Dress - Black,2
Zoya Nia Off Shoulder Puff Sleeve Top - Ivory,2
Vivo Essentials Dolman Maxi Dress - Teal,2
Zoya Brave Satin Joggers(Tall) - Burgundy Abstract Print,2
Vivo Golf Sleeveless Zip-up Jacket - Black,2
Vivo Basic Cap Sleeve Knee Length Tent Dress - Hunters / Grey Print,2
Vivo Basic Open Kaftan - Dark Navy / Cream,2
Vivo Soleil Shorts - Mustard / Hunters Green Almasi Print,2
Vivo Kelemi Wide Leg Pants - Rust / Green Leke Print,2
Vivo Iyana Knee Length Bubble Dress - Dark Green,2
Safari Men's Drawstring Shorts - Dark Grey,2
Vivo Wila Dolman Top - Taupe,2
Soko Delicate Mezi Necklace - Gold,2
Vivo Yoga Wrap - Yellow,2
Vivo Binti High Low Poncho - Hunters Green,2
Vivo Samira Pants - Red / White Polka Dot Print,2
Zoya Nia  Puff Sleeve Off Shoulder Romper - Lilac,2
Safari Zene Drop Shoulder Above Knee Dress - Hunters Green,2
Vivo Basic Satin Dropped Shoulder Top - Black / Taupe Deli Print,2
Vivo Hamle Side Twist Tie Top - Mustard,2
Vivo Ajani V-Neck Top - Sea Green / Black Print,2
Vivo Off Shoulder Bodysuit - Off White,2
Vivo Must Have Shorts in Zena Print,2
Soko Maxi Cala Earrings - Gold,2
Vivo Mira Joggers - Black,2
Vivo Laika 3/4 Sleeve Tent Dress - Maroon,2
Vivo Kitenge Multi Purpose Wrap - Green / Orange Ankara Print,2
Safari Mansi Bishop Sleeve Shacket - White,2
Zoya Jersey Bandeau - White,2
Vivo Amara midi Midi Waterfall - Tan,2
Vivo Golf Fly Front Shorts - Dark Taupe,2
Vivo Izzy Satin Bishop Sleeve Top - Sea Green,2
Vivo Sakari Cap Sleeve Maxi Dress - Peach / Brown Print,2
Vivo Basic Nandi A-Line Kimono - Off White,2
Vivo Basic Knee Length Shirt Dress - Black / Cream Print,2
Vivo Basic Straight Skirt - Burgundy,2
Vivo Nala Shirt Dress - Teal,2
Vivo Basic Val Long Sleeve Top - Mustard,2
Vivo Vinna 3/4 Sleeve Top - Navy / Yellow Nina Print,2
Vivo Maisha Long Sleeve High Low Kimono - Black / Off White Wia Print,2
Vivo Basic Dolman Maxi Dress - Navy Blue,2
Vivo Lani Maxi Top - Black / Taupe Print,2
Zoya Vasha Track Pants With Pockets  - Black,2
Safari Spaghetti Tank Top - Dark Green,2
Zoya Sadira Midriff Polo T-Shirt -  White,2
Zoya Shani Men's Summer Shirt - Navy / White Sani Print,2
Vivo Basic Cap Sleeved Leila Dress - Taupe,2
Vivo Basic Crepe Cap Sleeved Top - Cream Jazah Print,2
Vivo Alek Shirred Off- Shoulder Jumpsuit - Brown / White Print,2
Vivo Sawari Crossed Cuff Batwing Top - Brown / Blue / Black Print,2
Vivo Alek High Slit Kimono - Pink / Taupe Print,2
Vivo Naya Flounce High Low Top - Pink,2
Vivo EW Top - Yellow,2
Vivo Lero Short Sleeve Drawstring Top - Black,2
Vivo Yumi High Low Shirt Dress - Blue Berry,2
Vivo Maisha Wide High Low Top - Black / White Print,2
Vivo Basic Pencil Skirt - Hunters,2
Vivo Samira Cape Dress - Mustard / Dark Brown Voi Print,2
Vivo Zuri Cap Sleeve Knee Length Dress - Black / White Uri Print,2
Vivo Fitness Long Sleeve Bound Neck Tunic Top - Mustard,2
Zoya Taani Side Slit Hoodie - Black,2
Vivo Maisha Wide High Low Top - Black / Grey Print,2
Vivo Essentials Strappy Cold Shoulder Top - Black,2
Vivo Tanda Maxi Skirt - Navy,2
Vivo Tana Off Shoulder Maxi Dress - Light Pink / Black Lawi Print,2
Vivo Dalia Sleeveless Gathered Tent Dress - Burgundy,2
Safari Savannah Midi Wrap Dress - Rust,2
Lisa Aluminium Bracelets,2
Safari Tafari Shorts - Dafi Print,2
Safari Mali Turn Up Hem Pants - Navy Blue,2
Vivo Ajani V-Neck Shift Dress - Blue,2
Vivo Sleeveless Sweater Bodycon - Mustard,2
Safari Lira Criss - Cross Yoke Shirt - Black,2
Vivo Studio Strapless Maxi in Crepe- White,2
Vivo Meli Cowl Top - Red,2
Vivo Azawi 3/4 Sleeve Top - White,2
Vivo Essentials Drop Shoulder Tunic Top - Mustard,2
Soko Kubwa Bracelet - Gold,2
Vivo Samira Maxi Kimono - Black / Beige Print,2
Vivo Maisha Wide High Low Top - Black / Dark Green Print,2
Vivo Nimali Satin Wide-Leg Pants - Dahlia,2
Vivo Adisa Cold Shoulder Kaftan - Dark Green,2
Zawadi Keyhole Dress - Orange,2
Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Red,2
Vivo Lalea Tulip Flounce High Low Kaftan - Pink Floral,2
Vivo Basic Neo Sienna Waterfall - Red,2
Vivo Basic 3/4 Sleeve Top - Navy Blue,2
Vivo Lani Maxi Dress - Black / Teal Print,2
Vivo Leggings - Fs1,2
Vivo Yumi Long Sleeve Tent Shirt Dress - Black,2
Double O-ring Cami Dress - Sphinx,2
Vivo Lumi Back Pleat Maxi Dress - Taupe / Orange Bemba Print,2
Vivo Pelia Kimono - Taupe / White Meni Print,2
Vivo Naya Strappy Midi Body-Con Dress - Navy Blue,2
Vivo Sarabi Strappy Low Back Maxi Dress - Navy / Brown Print,2
Vivo Pelia Butterfly Kimono - Navy / Peach Print,2
Vivo Zola V Neck Cap Sleeve Maxi Dress - Beige / Brown Kemi Print,2
Zoya Yuni Raglan Sleeve Crop Jacket - Black,2
Vivo Kelemi Crepe Wide Leg Pants - Royal Blue / Green Lana Print,2
Safari Savannah Kitenge Chinese Collar Shirt - Shama Print,2
Vivo Fahari Pencil Skirt - Black,2
Vivo Tatari Dropped High Neck Top - Black,2
Vivo Amai Maxi Kaftan Dress - Pink / Green Biya Print,2
Vivo Bodysuits T- Shirts & Tank Tops - Rfs 2,2
Vivo Basic Open Kaftan - Pink Meti Print,2
Vivo Lumi Cuffed Dolman Maxi Dress - Pink / Yellow Sark Print,2
Vivo Keza Circular Loose Top - Beige / Black Eza Print,2
Zoya Nia Crop Oversized Jacket - Beige,2
Vivo Nimali Satin Joggers - Red,2
Vivo Kelemi 4.0 Halter Maxi Dress - Magenta,2
Vivo Tatili Bishop Long Sleeve Top In Satin - Powder Blue Floral Print,2
Vivo Trench Coat - Lamu,2
Zoya Vasha Raglan Sleeve Playsuit - Green / Yellow,2
Safari Savannah Kitenge Midi Wrap Dress - Juja Print,2
Vivo Asha Sleeveless Maxi Dress - Sea Green / Black Robe Print,2
Vivo Yumi Off Shoulder Jumpsuit - Orange / Navy Rumi Print,2
Vivo Muna Cap Sleeved Knee Length Dress - Black,2
Vivo Basic Cap Sleeve Knee Length Dress - Dark Navy / Mustard Print,2
Vivo Lindi High Low Dress In Ponte - Chocolate,2
Vivo Dua Shirt - Peach,2
Vivo Basic Leila Maxi Waterfall - Taupe,2
Safari Tafari Highlow Top in Kitenge - Avena Print,2
Safari Lira Sleeveless Coat - Taupe,2
Vivo Basic May Sweater - Off White,2
Vivo Ajani Mandarin V-Neck Collar Top - Navy Blue / Gold,2
Zoya Basic Spaghetti Tank Top - Navy Blue,2
Vivo Muna Cap Sleeve Knee length Dress - Black Polka Dot Small Print,2
Safari Mali 3/4 Bishop Sleeve Tie Top - Navy Blue,2
Vivo Amara Drop Shoulder Kimono - Tan,2
Vivo Basic Waterfall - Deep Teal,2
Zoya Taani Side Slit Hoodie - Navy,2
Vivo Malindi V-Neck High Low Kaftan Top - Light Navy,2
Zene Drop Shoulder Above Knee Dress - Orange,2
Vivo Chesi V-Neck Maxi Dress - Carmel / Black Hesi Print,2
Safari Hawi Cargo Pants - Olive Green,2
Soko Amali Dangle Earrings - Gold,2
Vivo Fahari Pencil Skirt - Mustard,2
Vivo Basic Open Kaftan - Rust Ayla Print,2
Vivo Zahari Off-Shoulder Maxi Dress - Brown / Beige Print,2
Vivo Basic 3/4 Sleeve Cowl Double Layered Bodycon - Tan,2
Vivo Basic Leila Maxi Waterfall - Yellow,2
Vivo Muna Oversized Maxi Shirt Dress - Blue / White Berek Print,2
Vivo Analo Front Placket Coat - Black,2
Safari Kamari Maxi Dress - White,2
Vivo Rema Waterfall - Dark Taupe,2
Vivo Maisha Straight Leg Pants in Crepe - Beige / Sea Green Print,2
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Sheri Print,2
Vivo Chidii Off Shoulder Maxi Dress - Rust,2
Vivo Lani Maxi Dress - Navy / Pink Ota Print,2
Vivo Studio Striped Pants In Crepe - Olive Striped Print,2
Safari Kikoy Wrap Dress - Parrot,2
Vivo Round Neck Top - Light Taupe,2
Zoya Luna Halter Neck Maxi Top - White,2
Vivo Raha Wide Leg Shorts - Royal Blue,2
Vivo Kitenge Strappy Tiered Maxi Dress - Dark Mustard / Navy Blue Ankara Print,2
Zoya Party Long Sleeve Crop Top - Pink,2
Unshaped Spaghetti-Strap Dress - Prism Pink,2
Zoya X Metamorphisized 143 Pleated Mini Skirt - Hunters,2
Safari by Vivo Zene Drop Shoulder Above Knee Dress - Light Orange,2
Vivo Basic Aziza Belt - Alizeti Print,2
Vivo Maisha Straight Leg Pants - Black / White Print,2
Vivo Ayo Tent Dress - Mint Green / Black Print,2
Vivo Seli Maxi Dress - Light Purple / Dark Purple Loura Print,2
Soko Delicate Dash Necklace - Gold,2
Safari by Vivo  Kikoy Tie Back Maxi Dress - Dark Red,2
Vivo Kala Maxi Dress - White / Burgundy Ukwi Print,2
Vivo Basic Leila Maxi Waterfall - Green,2
Vivo Nkasi Maxi Kimono - Teal / Burgundy Kasi Print,2
Vivo Seli Shorts - Black,2
Vivo Maisha Long Sleeve High Low Kimono - Mint / Beige Tawi Print,2
Vivo Hanabi Tent Maxi Dress - Olive / White Print,2
Vivo Kelemi 4.0 Halter Maxi Dress - Lime / Navy Nashe Print,2
Vivo Seli Head Wrap - Peach / Black Esli Print,2
Safari Long Sleeve Waterfall - Dark Green,2
Vivo Basic Long Sleeved Top - Forest Green,2
Safari Tawi Bishop Sleeve Tiered Dress - Mustard,2
Vivo Basic Ayo Bishop Sleeve Dress - Navy / Peach Print,2
Vivo Mistari Gathered Sleeve Top - Dark Berry,2
Vivo Basic Short Lily Waterfall - Light Taupe,2
Vivo X This Is Essential Leggings - Navy Blue / White,2
Vivo Vinna Escape A-Line Dress - Burgundy / Black,2
Vivo Azawi Peplum Top - Burgundy / Black,2
Vivo Amai Off-Shoulder Maxi Dress - Green / Navy Biya Print,2
Vivo Basic Crepe Scarf - Black / Chocolate Floral Print,2
Vivo Adama Poncho - Off White,2
Vivo Basic 3/4 Sleeve Top - Mustard,2
Vivo Zahari Off-Shoulder Maxi Dress - Yellow / Black Print,2
Vivo Short Kimono - Obu Print,2
